params/clip_range,params/use_sde,params/rollout_buffer_class,params/policy,params/gae_lambda,params/rollout_buffer_kwargs,mean_reward,params/learning_rate,params/stats_window_size,params/batch_size,time/iterations,time/fps,params/gamma,params/verbose,rollout/ep_len_mean,params/normalize_advantage,params/policy_kwargs,params/n_epochs,params/seed,rollout/ep_rew_mean,time/time_elapsed,params/ent_coef,params/_init_setup_model,params/max_grad_norm,params/n_steps,time/total_timesteps,params/vf_coef,params/sde_sample_freq,params/clip_range_vf,params/device,train/explained_variance,train/approx_kl,train/entropy_loss,train/loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
,,,,,,1.3087993,,,,13,15,,,15.0,,,,,1.3315306400000002,632,,,,,9750,,,,,0.03338438272476196,0.015014931,-1.1067206184069316,-0.0390457808971405,9.9775e-05,0.12703360890348753,0.2,0.16328888932087768,16740,-0.037408881934897754,,
,,,,,,1.3945316,,,,,,,,,,,,,,,,,,,10000,,,,,-0.219842791557312,0.016329315,-1.1312730193138123,-0.05197513848543167,9.975625e-05,0.08166907702883085,0.2,0.20426666683827838,16770,-0.032826915787325994,1.3624698162078857,15.0
,,,,,,,,,,14,15,,,15.05,,,,,1.3238889400000002,685,,,,,10500,,,,,,,,,,,,,,,,
,,,,,,1.2311672,,,,15,15,,,15.05,,,,,1.3228250400000001,732,,,,,11250,,,,,-0.008825421333312988,0.014084234,-1.1014472524325052,-0.019542835652828217,9.97375e-05,0.155530842145284,0.2,0.1495555557310581,16800,-0.035072303503710364,,
,,,,,,1.4135499,,,,16,15,,,15.0,,,,,1.3548269399999997,780,,,,,12000,,,,,-0.08724868297576904,0.013149012,-1.0785194555918376,-0.050352536141872406,9.971875000000001e-05,0.07367712358633677,0.2,0.15048888822396597,16830,-0.030925386440546987,,
,,,,,,1.3183707,,,,17,15,,,15.0,,,,,1.3272360899999998,827,,,,,12750,,,,,0.06169360876083374,0.01199874,-1.0440536777178446,-0.033137086778879166,9.970000000000001e-05,0.10776039063930512,0.2,0.11853333487330625,16860,-0.03056919245564688,,
,,,,,,1.3348755,,,,18,15,,,15.0,,,,,1.3981685499999998,874,,,,,13500,,,,,-0.012941479682922363,0.012102732,-1.082216533025106,-0.026946838945150375,9.968125e-05,0.11767659162481627,0.2,0.1423555557616055,16890,-0.028751549151560477,,
,,,,,,1.4399067,,,,19,15,,,15.0,,,,,1.3803619599999999,921,,,,,14250,,,,,0.09583473205566406,0.014313493,-1.0321051478385925,-0.05859426409006119,9.96625e-05,0.05025060946742694,0.2,0.16471111150458456,16920,-0.03204579487388125,,
,,,,,,1.3236473,,,,,,,,,,,,,,,,,,,15000,,,,,0.005723893642425537,0.012819406,-1.0267223318417866,-0.030206698924303055,9.964374999999999e-05,0.1256804863611857,0.2,0.135022222615468,16950,-0.03211232945082916,1.5860998153686523,15.0
,,,,,,,,,,20,15,,,15.0,,,,,1.4013994699999999,973,,,,,15000,,,,,,,,,,,,,,,,
,,,,,,1.4980175,,,,21,15,,,15.05,,,,,1.48786242,1020,,,,,15750,,,,,0.10020804405212402,0.013124069,-1.0612645904223124,-0.06657259911298752,9.962500000000001e-05,0.0326943118746082,0.2,0.14871111138879012,16980,-0.030209154582541024,,
,,,,,,1.4738866,,,,22,15,,,15.05,,,,,1.4411040400000001,1067,,,,,16500,,,,,0.04019385576248169,0.0122438,-1.0377296447753905,-0.057106900960206985,9.960625e-05,0.04132972794274489,0.2,0.1581333335333814,17010,-0.024713565384141253,,
,,,,,,1.410813,,,,23,15,,,15.0,,,,,1.41251788,1115,,,,,17250,,,,,-0.007972359657287598,0.015049538,-1.086261256535848,-0.053483691066503525,9.95875e-05,0.06799789642294247,0.2,0.138711109617725,17040,-0.02963519552361428,,
,,,,,,1.4160804,,,,24,15,,,15.0,,,,,1.3183590700000003,1162,,,,,18000,,,,,0.06961536407470703,0.012237792,-1.1094764828681947,-0.05036094784736633,9.956875e-05,0.07384252771735192,0.2,0.15182222261403996,17070,-0.02877702844954205,,
,,,,,,1.2185265,,,,25,15,,,15.0,,,,,1.2649112100000002,1209,,,,,18750,,,,,-0.010488271713256836,0.012559493,-1.0690622528394063,-0.02146611362695694,9.955000000000001e-05,0.16607089986403784,0.2,0.1570666669557492,17100,-0.03545522916143139,,
,,,,,,1.3119344,,,,26,15,,,15.0,,,,,1.24311496,1256,,,,,19500,,,,,0.05584031343460083,0.013690485,-1.0832897464434306,-0.044379547238349915,9.953125000000001e-05,0.10771165639162064,0.2,0.17773333244646589,17130,-0.03615662105594657,,
,,,,,,1.1753899,,,,,,,,,,,,,,,,,,,20000,,,,,0.0564877986907959,0.013249186,-1.0694652120272319,-0.020323246717453003,9.95125e-05,0.15851655354102454,0.2,0.10688888951359937,17160,-0.031954984561995484,1.572913360595703,15.0
,,,,,,,,,,27,15,,,15.05,,,,,1.2330159600000001,1308,,,,,20250,,,,,,,,,,,,,,,,
,,,,,,1.290954,,,,28,15,,,15.05,,,,,1.3404735200000002,1355,,,,,21000,,,,,0.022166132926940918,0.012540897,-1.0253918647766114,-0.04448116570711136,9.949375e-05,0.10476489464441935,0.2,0.1524000011306877,17190,-0.03282769033023054,,
,,,,,,1.3897071,,,,29,15,,,15.0,,,,,1.3980905000000001,1402,,,,,21750,,,,,0.11557245254516602,0.013714316,-0.9895280957221985,-0.05001591891050339,9.9475e-05,0.06720140241086484,0.2,0.12222222237226864,17220,-0.02769911597209672,,
,,,,,,1.4067615,,,,30,15,,,15.0,,,,,1.44964434,1450,,,,,22500,,,,,0.020003139972686768,0.017434767,-1.0190436442693074,-0.048817750066518784,9.945625000000001e-05,0.07832381178935369,0.2,0.15844444499040644,17250,-0.032909556610385596,,
,,,,,,1.4929097,,,,31,15,,,15.0,,,,,1.4699022800000001,1497,,,,,23250,,,,,0.11586576700210571,0.011605739,-0.9832361519336701,-0.05261698737740517,9.94375e-05,0.044150455544392266,0.2,0.15480000097304583,17280,-0.028147603798285115,,
,,,,,,1.4451884,,,,32,15,,,15.0,,,,,1.4590027999999997,1544,,,,,24000,,,,,-0.020234107971191406,0.015847947,-1.0242725968360902,-0.05382288992404938,9.941875e-05,0.06321586494644484,0.2,0.12217777753248811,17310,-0.029904721533569194,,
,,,,,,1.4547975,,,,33,15,,,15.0,,,,,1.4685203100000002,1591,,,,,24750,,,,,-0.020262956619262695,0.013935729,-1.0186014215151469,-0.055975332856178284,9.94e-05,0.046434302876393004,0.2,0.1879111117993792,17340,-0.02833643110638692,,
,,,,,,1.4843259,,,,,,,,,,,,,,,,,,,25000,,,,,0.09724462032318115,0.017230736,-1.046637189388275,-0.05943279713392258,9.938125e-05,0.05112452295919259,0.2,0.1579111109022051,17370,-0.030925738136863532,1.6110491275787353,15.0
,,,,,,,,,,34,15,,,15.05,,,,,1.4250863400000002,1643,,,,,25500,,,,,,,,,,,,,,,,
,,,,,,1.3642937,,,,35,15,,,15.05,,,,,1.3875391899999996,1690,,,,,26250,,,,,-0.026233315467834473,0.014438562,-1.0488863110542297,-0.05226053670048714,9.936250000000001e-05,0.07295091425379117,0.2,0.13355555571615696,17400,-0.031321630639898485,,
,,,,,,1.4092777,,,,36,15,,,15.0,,,,,1.4038776400000001,1737,,,,,27000,,,,,0.09277009963989258,0.01306371,-1.0676063219706218,-0.05082191899418831,9.934375e-05,0.06926367804408073,0.2,0.12559999946194392,17430,-0.030389720300295287,,
,,,,,,1.4186184,,,,37,15,,,15.0,,,,,1.4696802299999998,1784,,,,,27750,,,,,-0.033422112464904785,0.013742161,-1.0757249355316163,-0.05602499842643738,9.932500000000002e-05,0.059177000820636746,0.2,0.16142222207660475,17460,-0.029213029936856334,,
,,,,,,1.5225393,,,,38,15,,,15.0,,,,,1.4827061599999996,1832,,,,,28500,,,,,0.08745259046554565,0.0121830115,-1.0435264507929485,-0.06413692235946655,9.930625e-05,0.027510375653704008,0.2,0.13297777883708478,17490,-0.024956156853752038,,
,,,,,,1.422918,,,,39,15,,,15.0,,,,,1.39860848,1879,,,,,29250,,,,,0.015838205814361572,0.015483993,-1.0831375122070312,-0.06000757962465286,9.928750000000001e-05,0.05040411874651909,0.2,0.1384888882127901,17520,-0.029031089188391347,,
,,,,,,1.3700949,,,,,,,,,,,,,,,,,,,30000,,,,,0.012600302696228027,0.010516159,-1.0756831884384155,-0.03252381458878517,9.926875e-05,0.10121714696288109,0.2,0.11488888871390372,17550,-0.02740230021954826,1.4082521080970765,15.0
,,,,,,,,,,40,15,,,15.0,,,,,1.2897971899999998,1931,,,,,30000,,,,,,,,,,,,,,,,
,,,,,,1.2083483,,,,41,15,,,15.05,,,,,1.23963129,1978,,,,,30750,,,,,-0.0023518800735473633,0.014663258,-1.0886146744092307,-0.035909317433834076,9.925e-05,0.13019562189777692,0.2,0.13444444549580414,17580,-0.0350914738478346,,
,,,,,,1.2737162,,,,42,15,,,15.05,,,,,1.32325297,2025,,,,,31500,,,,,0.06565690040588379,0.0168775,-1.0400592366854349,-0.03649510070681572,9.923125e-05,0.12704100261131923,0.2,0.1441333341722687,17610,-0.035965486056792235,,
,,,,,,1.3739951,,,,43,15,,,15.0,,,,,1.42861175,2072,,,,,32250,,,,,0.028223037719726562,0.011396024,-1.0441596905390422,-0.03602650389075279,9.92125e-05,0.10830726474523544,0.2,0.13733333248334625,17640,-0.03280726734383237,,
,,,,,,1.4830565,,,,44,15,,,15.0,,,,,1.4224759699999998,2120,,,,,33000,,,,,-0.02469611167907715,0.012116394,-1.052377704779307,-0.045778751373291016,9.919375000000001e-05,0.06987993145982424,0.2,0.15182222295552492,17670,-0.028804719946595517,,
,,,,,,1.3806996,,,,45,15,,,15.0,,,,,1.37914426,2167,,,,,33750,,,,,-0.03001093864440918,0.015422503,-1.0436205506324767,-0.055211152881383896,9.917500000000001e-05,0.075021410236756,0.2,0.16297777683163683,17700,-0.03508098497212764,,
,,,,,,1.3756311,,,,46,15,,,15.0,,,,,1.3702735,2214,,,,,34500,,,,,0.01179039478302002,0.011396898,-1.0247619986534118,-0.03148260340094566,9.915625000000001e-05,0.09544945855935415,0.2,0.11195555531109373,17730,-0.028563209358354415,,
,,,,,,1.3633631,,,,,,,,,,,,,,,,,,,35000,,,,,0.035576701164245605,0.01165337,-1.0276751359303793,-0.04588140547275543,9.91375e-05,0.09135051096479098,0.2,0.12839999967254698,17760,-0.034041494141250024,1.5795228481292725,15.0
,,,,,,,,,,47,15,,,15.05,,,,,1.36723371,2266,,,,,35250,,,,,,,,,,,,,,,,
,,,,,,1.3530864,,,,48,15,,,15.05,,,,,1.3983873800000004,2313,,,,,36000,,,,,0.026029646396636963,0.013870995,-1.0029259224732716,-0.034098293632268906,9.911875000000001e-05,0.10457190399368604,0.2,0.13506666695078215,17790,-0.031101681706350703,,
,,,,,,1.4264697,,,,49,15,,,15.0,,,,,1.3994281499999999,2360,,,,,36750,,,,,-0.10082125663757324,0.012697071,-1.0330272754033407,-0.06033157929778099,9.91e-05,0.05723968893289566,0.2,0.12728888999360302,17820,-0.032109494388217315,,
,,,,,,1.3918941,,,,50,15,,,15.0,,,,,1.39250113,2408,,,,,37500,,,,,0.06084102392196655,0.013021458,-1.0421483198801675,-0.04016537964344025,9.908125e-05,0.08824335287014644,0.2,0.1572444443590939,17850,-0.029935967662537286,,
,,,,,,1.3928305,,,,51,15,,,15.0,,,,,1.3832053500000001,2455,,,,,38250,,,,,0.10385102033615112,0.014683846,-1.029947829246521,-0.061625707894563675,9.90625e-05,0.0605789877474308,0.2,0.18937777616083623,17880,-0.03412045290223841,,
,,,,,,1.3747191,,,,52,15,,,15.0,,,,,1.37643347,2502,,,,,39000,,,,,-0.048075199127197266,0.01945608,-1.0467282811800638,-0.05438649654388428,9.904375e-05,0.09838267614444098,0.2,0.19755555824376642,17910,-0.040470951823041675,,
,,,,,,1.4000255,,,,53,15,,,15.0,,,,,1.4141660599999997,2549,,,,,39750,,,,,0.035258948802948,0.016121803,-1.0189655741055808,-0.05567018315196037,9.902500000000001e-05,0.06880913252631823,0.2,0.13875555492316682,17940,-0.034292106809736114,,
,,,,,,1.4273252,,,,,,,,,,,,,,,,,,,40000,,,,,0.021669089794158936,0.01068884,-1.0487285733222962,-0.054251667112112045,9.900625000000001e-05,0.05864600862065951,0.2,0.12608889017719777,17970,-0.029759542877164986,1.5923219442367553,15.0
,,,,,,,,,,54,15,,,15.05,,,,,1.3370470100000003,2601,,,,,40500,,,,,,,,,,,,,,,,
,,,,,,1.2435172,,,,55,15,,,15.05,,,,,1.24064356,2648,,,,,41250,,,,,-0.002240777015686035,0.013585968,-1.028184413909912,-0.02600812539458275,9.898750000000001e-05,0.13687384525934856,0.2,0.11288889104810854,18000,-0.03242131401182462,,
,,,,,,1.2365946,,,,56,15,,,15.0,,,,,1.3440090699999998,2696,,,,,42000,,,,,0.16791510581970215,0.015994817,-1.0257417758305867,-0.0481286458671093,9.896875e-05,0.10754152263204257,0.2,0.14337777754602332,18030,-0.03817064606835031,,
,,,,,,1.4318057,,,,57,15,,,15.0,,,,,1.3758376800000003,2743,,,,,42750,,,,,0.15802651643753052,0.012858169,-1.0211198687553407,-0.05542568489909172,9.895e-05,0.05152133405208588,0.2,0.1485333327203989,18060,-0.027305097735238586,,
,,,,,,1.3219806,,,,58,15,,,15.0,,,,,1.35068274,2790,,,,,43500,,,,,-0.015358567237854004,0.013553592,-0.9932753622531891,-0.04353240132331848,9.893125e-05,0.09261599431435268,0.2,0.11853333339095115,18090,-0.030341894635671985,,
,,,,,,1.3985976,,,,59,15,,,15.0,,,,,1.4500254199999998,2837,,,,,44250,,,,,0.17499738931655884,0.014246596,-0.966322535276413,-0.053563136607408524,9.89125e-05,0.05903334344426791,0.2,0.14951111003756523,18120,-0.030217776500402613,,
,,,,,,1.5019363,,,,,,,,,,,,,,,,,,,45000,,,,,0.030770957469940186,0.010744644,-0.9541212876637777,-0.06315984576940536,9.889375e-05,0.034801989793777466,0.2,0.135511111211963,18150,-0.029519321651280763,1.6033097982406617,15.0
,,,,,,,,,,60,15,,,15.0,,,,,1.4918526700000003,2889,,,,,45000,,,,,,,,,,,,,,,,
,,,,,,1.4421157,,,,61,15,,,15.05,,,,,1.4485868899999996,2936,,,,,45750,,,,,-0.024013757705688477,0.015259749,-0.9740374048550924,-0.05979633331298828,9.8875e-05,0.03702850354214509,0.2,0.14662222272406022,18180,-0.02908097683427234,,
,,,,,,1.4126788,,,,62,15,,,15.05,,,,,1.3140699599999999,2983,,,,,46500,,,,,-0.012487292289733887,0.014083673,-0.9876554489135743,-0.050794653594493866,9.885625000000001e-05,0.06490810215473175,0.2,0.14986666689316433,18210,-0.030872535830818986,,
,,,,,,1.2376316,,,,63,15,,,15.0,,,,,1.25941051,3031,,,,,47250,,,,,0.03537970781326294,0.016209848,-0.9680541674296061,-0.02312847226858139,9.883750000000001e-05,0.15706030726432801,0.2,0.10808888825898369,18240,-0.035022252642301174,,
,,,,,,1.321091,,,,64,15,,,15.0,,,,,1.3603390000000002,3078,,,,,48000,,,,,0.03411865234375,0.014051611,-0.9705057263374328,-0.038004420697689056,9.881875000000001e-05,0.10939577246705691,0.2,0.15906666634449115,18270,-0.0349261297682921,,
,,,,,,1.3981322,,,,65,15,,,15.0,,,,,1.4142212800000005,3125,,,,,48750,,,,,0.0003491640090942383,0.017863115,-0.9576994399229686,-0.04121842235326767,9.88e-05,0.08167590027054152,0.2,0.1320444443418334,18300,-0.029362793005909774,,
,,,,,,1.4326895,,,,66,15,,,15.0,,,,,1.4424436299999999,3172,,,,,49500,,,,,0.07131719589233398,0.015568709,-0.9734497745831807,-0.0559593066573143,9.878125e-05,0.06291021319727103,0.2,0.14328888901509346,18330,-0.03163801414492644,,
,,,,,,1.4731793,,,,,,,,,,,,,,,,,,,50000,,,,,0.009567975997924805,0.011764247,-0.9483800848325094,-0.05345489829778671,9.87625e-05,0.04750671523312728,0.2,0.09435555536765605,18360,-0.0269924306241899,1.5830685377120972,15.0
,,,,,,,,,,67,15,,,15.05,,,,,1.47652636,3224,,,,,50250,,,,,,,,,,,,,,,,
,,,,,,1.4767779,,,,68,15,,,15.05,,,,,1.43575217,3272,,,,,51000,,,,,0.0963442325592041,0.012311392,-0.9473621646563212,-0.05527941882610321,9.874375e-05,0.041631500547130905,0.2,0.162666667966793,18390,-0.029617455530042462,,
,,,,,,1.3541734,,,,69,15,,,15.0,,,,,1.41703259,3319,,,,,51750,,,,,-0.017668962478637695,0.012935917,-0.9565059800942739,-0.030833270400762558,9.8725e-05,0.10595898826917012,0.2,0.11177777887011568,18420,-0.03189415775988665,,
,,,,,,1.4815233,,,,70,15,,,15.0,,,,,1.3998148600000002,3366,,,,,52500,,,,,0.031016647815704346,0.012648262,-0.9826320389906565,-0.055134132504463196,9.870625e-05,0.05411929450929165,0.2,0.12471111142852655,18450,-0.03011000682925804,,
,,,,,,1.3215892,,,,71,15,,,15.0,,,,,1.3668604500000001,3413,,,,,53250,,,,,-0.013269782066345215,0.01250557,-0.9938019235928853,-0.052159544080495834,9.86875e-05,0.08208563576141993,0.2,0.11964444468418757,18480,-0.03386961489630241,,
,,,,,,1.3749547,,,,72,15,,,15.0,,,,,1.4370487200000002,3461,,,,,54000,,,,,0.15164268016815186,0.017451148,-0.9452889621257782,-0.04620819538831711,9.866875000000001e-05,0.09004348839322726,0.2,0.1607555552618578,18510,-0.034611216346898864,,
,,,,,,1.5363142,,,,73,15,,,15.0,,,,,1.4505009000000002,3508,,,,,54750,,,,,0.045822978019714355,0.012212777,-0.9718187550703684,-0.05992705374956131,9.865000000000001e-05,0.03379571835199992,0.2,0.1387111106266578,18540,-0.025627706401919307,,
,,,,,,1.4008381,,,,,,,,,,,,,,,,,,,55000,,,,,0.12901538610458374,0.012027757,-0.9654803534348806,-0.045258477330207825,9.863125e-05,0.07766154458125432,0.2,0.1158666665200144,18570,-0.030612963036261487,1.5877117395401001,15.0
,,,,,,,,,,74,15,,,15.05,,,,,1.4008729999999998,3560,,,,,55500,,,,,,,,,,,,,,,,
,,,,,,1.4037471,,,,75,15,,,15.05,,,,,1.4198727299999996,3607,,,,,56250,,,,,0.17661505937576294,0.016998209,-0.9528361618518829,-0.05490630120038986,9.86125e-05,0.06277680012087027,0.2,0.1484888896966974,18600,-0.03309749525922043,,
,,,,,,1.4389561,,,,76,15,,,15.0,,,,,1.4908036699999996,3654,,,,,57000,,,,,-0.0033032894134521484,0.013577509,-0.9707584838072459,-0.05435395613312721,9.859375000000001e-05,0.05422589542965094,0.2,0.1575999991968274,18630,-0.03005643557303895,,
,,,,,,1.5212113,,,,77,15,,,15.0,,,,,1.4842855500000005,3702,,,,,57750,,,,,0.16624385118484497,0.017111182,-0.984369699160258,-0.06702237576246262,9.8575e-05,0.01972056683152914,0.2,0.17982222338517506,18660,-0.026966512722346122,,
,,,,,,1.4468983,,,,78,15,,,15.0,,,,,1.4211721300000002,3749,,,,,58500,,,,,0.05723196268081665,0.010234656,-1.0146981914838156,-0.05188378691673279,9.855625e-05,0.0526194100578626,0.2,0.1426666679326445,18690,-0.027746196666090853,,
,,,,,,1.4135023,,,,79,15,,,15.0,,,,,1.3844676300000003,3796,,,,,59250,,,,,0.008923768997192383,0.014354076,-0.9792516767978668,-0.04301050677895546,9.85375e-05,0.07907910073796907,0.2,0.1638222229356567,18720,-0.02931877635899518,,
,,,,,,1.3304242,,,,,,,,,,,,,,,,,,,60000,,,,,0.003140568733215332,0.016143935,-1.0179449876149496,-0.06127319484949112,9.851875e-05,0.07695033525427182,0.2,0.16888888850808143,18750,-0.03631360381431878,1.3855879068374635,15.0
,,,,,,,,,,80,15,,,15.0,,,,,1.3408624199999999,3848,,,,,60000,,,,,,,,,,,,,,,,
,,,,,,1.3498161,,,,81,15,,,15.05,,,,,1.3789713899999998,3895,,,,,60750,,,,,0.18106681108474731,0.012462515,-1.0154591162999471,-0.038077130913734436,9.850000000000001e-05,0.1081748440861702,0.2,0.15746666739384332,18780,-0.031306724641927394,,
,,,,,,1.3916619,,,,82,15,,,15.05,,,,,1.4309822899999998,3943,,,,,61500,,,,,0.03479194641113281,0.0131220715,-1.0186828215916952,-0.05766688287258148,9.848125000000001e-05,0.05525894711414973,0.2,0.12977777854539455,18810,-0.029924330531133133,,
,,,,,,1.4486532,,,,83,15,,,15.0,,,,,1.3965953100000001,3990,,,,,62250,,,,,0.0666121244430542,0.014681523,-1.0080506483713785,-0.05901093780994415,9.84625e-05,0.05606065665682157,0.2,0.15693333222686004,18840,-0.03212755740179369,,
,,,,,,1.3435119,,,,84,15,,,15.0,,,,,1.40333081,4037,,,,,63000,,,,,0.06390255689620972,0.011925602,-1.0103962779045106,-0.04376997798681259,9.844375e-05,0.08972464402516683,0.2,0.12137777786701917,18870,-0.03119888577179776,,
,,,,,,1.4839926,,,,85,15,,,15.0,,,,,1.4012701600000002,4085,,,,,63750,,,,,0.08889442682266235,0.012120516,-1.038089923063914,-0.06287416070699692,9.842500000000001e-05,0.046559089546402296,0.2,0.10999999939619252,18900,-0.03000478878894614,,
,,,,,,1.2992078,,,,86,15,,,15.0,,,,,1.3949085100000003,4132,,,,,64500,,,,,0.05974966287612915,0.016954586,-1.0146348277727764,-0.06246763840317726,9.840625e-05,0.07682229429483414,0.2,0.14977777786552907,18930,-0.039342078880551766,,
,,,,,,1.4510221,,,,,,,,,,,,,,,,,,,65000,,,,,-0.13409459590911865,0.014958969,-1.0240901192029317,-0.0371742807328701,9.83875e-05,0.09272703925768534,0.2,0.12933333382631343,18960,-0.029958399459678257,1.591040849685669,15.0
,,,,,,,,,,87,15,,,15.05,,,,,1.3669271,4184,,,,,65250,,,,,,,,,,,,,,,,
,,,,,,1.3428063,,,,88,15,,,15.05,,,,,1.35937163,4231,,,,,66000,,,,,0.0737040638923645,0.012117564,-1.0184978087743124,-0.04663465917110443,9.836875e-05,0.09618937571843465,0.2,0.11915555564531435,18990,-0.031726948079922136,,
,,,,,,1.43562,,,,89,15,,,15.0,,,,,1.4253985299999998,4279,,,,,66750,,,,,0.06914317607879639,0.012707058,-0.977250470717748,-0.05079081282019615,9.835e-05,0.07455531259377797,0.2,0.1420000008540228,19020,-0.03374617224507445,,
,,,,,,1.436826,,,,90,15,,,15.0,,,,,1.4075648600000001,4326,,,,,67500,,,,,-0.072226881980896,0.010404012,-0.9847758710384369,-0.04444020614027977,9.833125000000001e-05,0.06939792521297931,0.2,0.15088888759103913,19050,-0.02689568379576214,,
,,,,,,1.3603522,,,,91,15,,,15.0,,,,,1.4336503600000001,4373,,,,,68250,,,,,-0.003731369972229004,0.013295355,-0.9946841816107432,-0.050400979816913605,9.831250000000001e-05,0.0736303282280763,0.2,0.11644444547904034,19080,-0.030654681734254372,,
,,,,,,1.4080458,,,,92,15,,,15.0,,,,,1.4052461600000001,4420,,,,,69000,,,,,-0.05640101432800293,0.018299641,-1.0288508733113606,-0.052783600986003876,9.829375000000001e-05,0.05601707709332307,0.2,0.19253333431358138,19110,-0.028242694970427234,,
,,,,,,1.3651111,,,,93,15,,,15.0,,,,,1.3236853300000002,4468,,,,,69750,,,,,-0.007617831230163574,0.013025774,-1.027227791150411,-0.037592168897390366,9.8275e-05,0.10825623522202174,0.2,0.10084444417928656,19140,-0.032134805898513245,,
,,,,,,1.3035808,,,,,,,,,,,,,,,,,,,70000,,,,,0.08211058378219604,0.019425174,-1.0239116589228312,-0.040517352521419525,9.825625e-05,0.1201324038207531,0.2,0.15844444426087043,19170,-0.033639808585370606,1.5879212856292724,15.0
,,,,,,,,,,94,15,,,15.05,,,,,1.2818206699999999,4520,,,,,70500,,,,,,,,,,,,,,,,
