fpts,fpts_ci,rank_overall,rank_pos,rush_att,rush_yd,rush_td,rec_rcpt,rec_tgt,rec_yd,rec_td,player,team,pos,source,source_url,fpts_halfppr_adjust
4.22,-10.75-17.21,#440,#136,2.44,9.87,0.0,1.98,2.76,13.84,0.11,John Kelly,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.3,-10.75-17.21,#440,#136,2.37,9.59,0.0,2.14,2.87,14.16,0.14,Adam Prentice,NO,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.305,-10.76-17.22,#440,#136,2.29,9.25,0.0,2.15,2.89,14.64,0.12,Elijah Dotson,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.265,-10.79-17.17,#444,#140,2.29,9.06,0.0,2.15,2.89,14.39,0.11,Isaiah Spiller,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.135,-10.82-17.14,#446,#141,2.43,9.88,0.0,1.95,2.73,13.45,0.13,Tyler Goodson,IND,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.07,-10.84-17.12,#447,#142,2.32,9.12,0.0,1.86,2.67,14.47,0.01,Julius Chestnut,TEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.21,-10.88-17.08,#448,#143,2.29,8.95,0.0,2.22,2.89,14.34,0.02,Joshua Kelley,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.03,-10.88-17.08,#448,#143,2.32,9.16,0.0,1.86,2.67,13.84,0.01,Hassan Haskins,TEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.09,-10.92-17.04,#453,#145,2.11,8.54,0.0,2.06,2.94,14.79,0.06,Jeremy McNichols,WSH,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.0600000000000005,-10.92-17.04,#453,#145,2.17,8.47,0.0,2.0,2.97,13.26,0.09,Myles Gaskin,MIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.07,-10.93-17.01,#458,#147,2.11,8.64,0.0,2.06,2.94,14.69,0.06,Chris Rodriguez Jr.,WSH,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
3.9450000000000003,-11-16.94,#464,#148,2.48,10.11,0.0,1.95,2.67,12.36,0.0,Emari Demercado,ARI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
2.83,-12.04-15.74,#541,#149,0.0,0.0,0.0,1.96,2.7,14.36,0.0,Raheem Blackshear,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
2.7800000000000002,-12.07-15.69,#542,#150,0.0,0.0,0.0,1.94,2.7,13.97,0.0,Mike Boone,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
0.0,-13.73-13.73,#544,#151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tony Jones Jr.,ARI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
0.0,-13.73-13.73,#544,#151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy Hairston,HOU,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
0.0,-13.73-13.73,#544,#151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler Badie,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
0.0,-13.73-13.73,#544,#151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Mims,NO,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
