player,pos,fpts,rec_rcpt,rec_yd,rec_td,rec_tgt,rush_att,rush_yd,rush_td,fpts_halfppr_adjust,pass_att,pass_cmp,pass_yd,pass_td,pass_int,source,source_url
DJ Moore,WR,185.04176469600003,77.24853203,1047.333638,6.739961305,123.0703777,2.089972352,12.68638567,0.094373752,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Michael Pittman Jr.,WR,179.13393576800001,98.6811733,1084.08613,3.810115433,144.2044719,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Cooper Kupp,WR,178.91423403,78.0615975,996.1401816,6.495659194,117.9996771,2.070519104,11.97433618,0.102482157,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tee Higgins,WR,181.241877521,69.82256613,1030.699106,7.296883896,115.4930929,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
DeVonta Smith,WR,183.690096612,83.52343306,1040.302423,6.428085458,122.2236814,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Calvin Ridley,WR,181.834536284,73.85506216,1010.41609,6.958762242,128.6261093,3.5135371,18.11783402,0.13498863,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Zay Flowers,WR,177.87655325900002,78.40518849,970.5270911,5.669885695,117.1509191,9.053933002,55.30633366,0.513074713,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Stefon Diggs,WR,181.66006306700004,86.29438959,1038.761729,5.722549536,129.7209707,2.001814699,11.84379246,0.078406235,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jaylen Waddle,WR,178.33576293900003,81.09088873,1068.651398,4.628167634,121.1720751,4.09887593,24.7306475,0.236453184,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
George Pickens,WR,175.09920409900002,70.96118076,1090.912301,4.581642319,117.836344,4.494885732,28.54661991,0.211983655,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tank Dell,WR,174.83004831200003,69.88303794,933.0061588,5.788378971,112.0787964,16.01451759,93.2292428,0.582953389,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Malik Nabers,WR,173.865384288,78.48784914,1030.940984,5.306164424,127.4225915,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Amari Cooper,WR,170.93545037599998,72.5124044,1030.566791,5.404416247,117.9848733,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Diontae Johnson,WR,172.755912381,71.49882816,987.3894877,6.228820266,116.5714056,2.102603755,13.05355623,0.086823528,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chris Godwin,WR,173.419524903,81.11680183,972.033512,5.37662144,123.7126432,3.904821899,24.54960894,0.269566079,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rashee Rice,WR,154.68456479399998,68.01519795,792.7781338,6.828655187,93.79150484,1.698833815,10.00151397,0.081913085,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
DeAndre Hopkins,WR,161.45411276800002,73.81792028,973.7785037,4.652051412,122.5524921,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Christian Watson,WR,161.30515836200004,54.41093797,832.8572438,7.54892427,94.59357948,6.297022846,39.05039741,0.316679338,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Christian Kirk,WR,163.45378568700002,83.37542461,949.7683412,4.405610738,123.8164854,1.995348299,11.92329352,0.078704907,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Keenan Allen,WR,160.07748405700002,84.37185091,882.5440986,4.835241681,123.3843506,2.089972352,12.48735248,0.092952398,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jordan Addison,WR,154.900605256,70.30736098,874.5705478,5.493050999,115.0441226,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Terry McLaurin,WR,154.092475285,71.98132489,983.9835501,3.375470693,118.8585611,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Marquise Brown,WR,147.88659957500002,55.0838821,804.8827341,6.431129125,97.64963483,1.911497207,12.09505965,0.079150472,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jayden Reed,WR,149.818917753,62.18567332,759.5824716,5.030964057,94.59357948,12.59404569,88.04328495,0.599921082,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Courtland Sutton,WR,153.679996565,71.18269287,898.4044844,4.878794696,120.3289482,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jaxon Smith-Njigba,WR,154.877031714,76.1144969,893.2999865,4.720446239,112.8040927,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Xavier Worthy,WR,146.70607257199998,56.18905971,753.9960035,6.213972114,90.29708443,5.734491622,35.17744589,0.276299623,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rome Odunze,WR,145.455424321,59.64586433,804.0826328,5.583902052,100.1230855,2.089972352,12.89292682,0.095514779,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Keon Coleman,WR,139.696248276,58.46645836,806.4845809,4.926761928,96.39071631,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ladd McConkey,WR,142.028761933,63.41173105,797.9140808,4.829125624,98.14566671,2.228923337,13.7100527,0.074708727,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Mike Williams,WR,139.309906205,56.40736325,768.7827286,5.753357259,85.94032302,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brian Thomas Jr.,WR,140.753466744,61.29098438,813.3318488,4.815923237,100.3673567,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyler Lockett,WR,136.374222196,69.56295518,770.5361268,4.176935481,101.2735275,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jakobi Meyers,WR,138.8712835814,73.04345566,782.7093105,3.287556037,108.256837,4.168293932,25.33799741,0.286847379,True,2.937204458,1.788510295,18.54346461,0.083782253,0.100233464,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Darnell Mooney,WR,147.40494391000001,56.01425675,818.4898231,5.632239998,92.94073971,4.235783695,24.81086891,0.279207502,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jerry Jeudy,WR,144.356889536,60.66604276,909.5538373,3.985972742,96.38815596,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Gabe Davis,WR,144.34975031099998,52.54912389,796.8737601,6.446812884,93.79651447,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Adam Thielen,WR,134.458977653,73.88664839,707.4287614,4.611359818,100.0579113,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Curtis Samuel,WR,133.892225257,62.83556088,639.9357035,4.488265008,90.44375484,12.66586842,64.97374449,0.905328882,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jameson Williams,WR,135.076293871,53.98501154,778.0000106,4.238875996,90.20791112,4.49612955,33.83531405,0.364776616,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rashid Shaheed,WR,132.33290556699998,54.75304743,747.7286089,4.103456136,85.98510056,4.285642668,27.38501258,0.158149396,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Demario Douglas,WR,126.71923570299998,55.50604602,721.2559809,2.971250741,90.28771861,11.84889192,70.85754655,0.328256592,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Khalil Shakir,WR,115.334434034,55.89079918,661.9888885,3.353359025,78.86367382,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ja'Lynn Polk,WR,104.913716717,51.39747619,635.1290876,2.668196549,84.00608342,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Adonai Mitchell,WR,106.88490356899999,46.28957819,643.2824237,3.24619893,79.58615812,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Xavier Legette,WR,118.82206883,51.12347639,674.4580776,3.37746494,82.24182282,6.307811265,39.06953957,0.317647054,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Josh Palmer,WR,112.167533409,53.10326727,630.9033112,3.864653773,81.58335262,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kendrick Bourne,WR,116.56434941100001,56.42581016,665.7832974,3.489962825,84.68731305,1.974815321,13.27990701,0.054994925,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Marvin Mims,WR,115.753575743,49.10029752,646.3343568,2.671277265,80.10737338,7.717503811,44.30710765,0.290779997,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Romeo Doubs,WR,118.97164335100001,52.06550443,634.7898188,5.019559146,83.50375625,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Dontayvion Wicks,WR,94.086787281,43.15338437,520.7021645,3.507894341,66.53893935,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brandin Cooks,WR,126.81959384100001,57.28301069,667.8271193,4.688632568,85.65860902,4.196047243,26.34330384,0.180089572,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Josh Downs,WR,100.833378927,52.78956215,596.1553735,2.445718558,80.21908297,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ricky Pearsall,WR,73.222931217,28.7984345,384.3903272,2.630689463,45.63836557,4.721976635,28.99173999,0.27121239,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Quentin Johnston,WR,107.37555886300001,46.77236212,601.3158484,3.796178485,75.85787828,2.228923337,13.41466091,0.068586399,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Demarcus Robinson,WR,124.02549730300001,57.72425065,697.3874753,4.370179528,87.69795583,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Wan'Dale Robinson,WR,102.85374802399997,62.28394317,574.9044432,1.294885594,86.7604743,7.587999387,51.22227333,0.391530916,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyler Boyd,WR,101.865874173,58.51331498,581.7206168,2.258925212,84.31054319,1.75676855,11.15238691,0.064772382,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Darius Slayton,WR,103.602451083,47.57940015,661.3134054,2.368026274,80.67212486,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalin Hyatt,WR,103.042746983,48.46843373,627.0219769,2.807958366,80.34607004,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jahan Dotson,WR,99.941942578,49.75786432,591.7743879,2.744439643,84.8520229,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jermaine Burton,WR,100.398833194,46.71058456,561.7970866,3.510862794,72.16655415,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
DJ Chark,WR,103.41938569999999,38.43196132,567.728248,4.613709307,70.13240395,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Zay Jones,WR,98.32101400000002,47.10248744,554.2710241,3.253419924,77.97302087,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rashod Bateman,WR,98.654007743,45.67531379,602.7546809,2.689041815,75.79073889,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen Tolbert,WR,99.227988678,43.2332482,574.1227816,3.468211288,73.10668422,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Michael Wilson,WR,95.710035774,47.7817395,555.5984346,2.79615096,72.06783088,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Luke McCaffrey,WR,86.878924186,41.58758915,501.0502563,2.130201875,67.02714142,4.068621133,24.97330911,0.163893334,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rondale Moore,WR,85.97222726300001,42.06037341,429.2223015,2.644764668,58.21531154,8.471567391,50.57594412,0.30397638,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen McMillan,WR,86.92920086999999,39.89503726,489.419303,3.036550761,64.13220002,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Odell Beckham Jr.,WR,83.179550225,31.96518049,467.7023167,3.442855059,56.71952355,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trey Palmer,WR,80.14862298899999,34.58181222,439.9713258,2.593589404,58.27226878,3.904821899,24.51275403,0.172875425,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Malachi Corley,WR,79.34302123,34.99784733,391.5755702,2.466417051,49.99431124,8.785617952,53.86021945,0.449344409,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kalif Raymond,WR,67.807910025,32.4577169,359.6850089,1.79649596,44.61052938,4.49612955,30.04589101,0.200663219,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Nelson Agholor,WR,66.509983574,28.90952946,367.930821,2.598893957,45.16162574,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Van Jefferson,WR,65.66210569900001,27.58913431,402.3879804,1.982434525,50.83479373,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Elijah Moore,WR,64.62790520200001,27.96978441,362.7583288,1.936488274,47.55642043,4.263096067,21.71009211,0.173013464,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Roman Wilson,WR,62.157030946,28.24767958,365.9185686,1.924927777,45.75131436,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tim Patrick,WR,59.256302249,27.68119003,334.4608673,2.028994522,45.58376976,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tre Tucker,WR,58.093976653,27.02508273,339.8114251,1.421992321,44.64798022,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Cedric Tillman,WR,56.541758419000004,25.21345231,326.5806134,1.936448741,42.2369483,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Josh Reynolds,WR,53.209602054,24.37718888,285.8131853,2.117550752,39.88579854,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
