player,team,pos,rec_tgt,rec_rcpt,rec_yd,rec_td,rush_yd,rush_td,fumbles_lost,fpts,source,source_url
Chigoziem Okonkwo,TEN,TE,79.8,56.7,620.0,2.1,7.0,0.0,0.0,104.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Pat Freiermuth,PIT,TE,89.9,57.6,604.0,1.7,0.0,0.0,0.0,101.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tyler Conklin,NYJ,TE,92.5,61.5,613.0,0.4,2.0,0.0,0.0,94.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Isaiah Likely,BAL,TE,64.3,40.0,460.0,4.2,0.0,0.0,0.0,91.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Noah Fant,SEA,TE,60.7,44.0,495.0,3.2,0.0,0.0,0.0,90.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Cade Otton,TBB,TE,77.7,45.9,439.0,3.4,0.0,0.0,0.4,87.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Kylen Granson,IND,TE,61.8,41.4,521.0,2.5,3.0,0.0,0.2,87.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Zach Ertz,WAS,TE,79.8,51.9,438.0,2.5,1.0,0.0,0.7,85.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tyler Higbee,LAR,TE,69.2,46.7,451.0,2.2,0.0,0.0,0.0,81.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Will Dissly,LAC,TE,58.8,41.4,411.0,3.0,6.0,0.0,0.0,80.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Foster Moreau,NOS,TE,42.8,33.7,405.0,3.1,50.0,0.0,0.8,79.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Daniel Bellinger,NYG,TE,65.2,52.4,525.0,0.0,0.0,0.0,0.8,78.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Brock Bowers,LVR,TE,58.6,39.1,442.0,2.4,1.0,0.0,0.5,78.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Dawson Knox,BUF,TE,54.8,36.3,332.0,3.2,0.0,0.0,0.0,73.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Durham Smythe,MIA,TE,55.0,43.3,456.0,1.0,0.0,0.0,0.5,72.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Michael Mayer,LVR,TE,52.2,35.9,451.0,1.1,0.0,0.0,0.0,69.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jonnu Smith,MIA,TE,57.2,38.3,401.0,1.9,0.0,0.0,0.6,69.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Donald Parham,FA,TE,46.0,27.2,312.0,3.7,0.0,0.0,0.0,66.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Logan Thomas,FA,TE,53.8,35.8,316.0,2.5,1.0,0.0,0.9,64.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tucker Kraft,GBP,TE,46.6,35.8,349.0,1.7,0.0,0.0,0.0,63.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Mike Gesicki,CIN,TE,53.4,36.4,319.0,2.4,0.0,0.0,0.3,63.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Adam Trautman,DEN,TE,37.9,26.1,260.0,4.0,0.0,0.0,0.0,63.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Elijah Higgins,ARI,TE,39.4,30.9,356.0,1.6,0.0,0.0,0.0,60.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tanner Hudson,CIN,TE,52.4,38.6,347.0,0.9,0.0,0.0,0.0,59.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Brevin Jordan,HOU,TE,35.0,25.3,322.0,2.0,0.0,0.0,0.0,56.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Mo Alie-Cox,IND,TE,33.7,20.0,217.0,3.4,0.0,0.0,0.0,53.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Noah Gray,KCC,TE,41.1,27.6,283.0,0.9,0.0,0.0,0.0,47.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tommy Tremble,CAR,TE,36.6,25.1,206.0,2.3,0.0,0.0,0.0,46.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Johnny Mundt,MIN,TE,37.8,27.6,298.0,0.5,0.0,0.0,0.3,45.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Greg Dulcich,DEN,TE,44.0,25.1,254.0,1.2,0.0,0.0,0.0,45.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Colby Parkinson,LAR,TE,33.0,26.2,246.0,1.2,0.0,0.0,0.0,45.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Ian Thomas,CAR,TE,36.7,25.8,247.0,1.2,0.0,0.0,0.0,44.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Gerald Everett,CHI,TE,42.8,27.9,211.0,1.4,6.0,0.0,0.0,44.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Josh Oliver,MIN,TE,35.3,24.7,224.0,1.5,0.0,0.0,0.7,42.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Charlie Woerner,ATL,TE,41.8,25.6,266.0,0.6,0.0,0.0,0.4,42.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Drew Sample,CIN,TE,33.8,26.1,193.0,1.6,0.0,0.0,0.0,42.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Austin Hooper,NEP,TE,39.3,26.6,248.0,0.0,0.0,0.0,0.0,38.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Connor Heyward,PIT,TE,30.6,23.7,235.0,0.2,7.0,0.0,0.0,37.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jeremy Ruckert,NYJ,TE,38.0,24.4,232.0,0.3,1.0,0.0,0.0,37.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Luke Farrell,JAC,TE,26.3,20.5,259.0,0.1,0.0,0.0,0.0,36.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Brock Wright,DET,TE,24.1,21.8,168.0,1.3,0.0,0.0,0.0,35.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jordan Akins,CLE,TE,31.8,21.2,199.0,1.0,1.0,0.0,0.6,35.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Shane Zylstra,FA,TE,15.8,9.2,45.0,4.1,0.0,0.0,0.0,34.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Pharaoh Brown,SEA,TE,31.6,21.4,229.0,0.0,0.0,0.0,0.0,33.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Will Mallory,IND,TE,26.2,15.6,227.0,0.5,0.0,0.0,0.0,33.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Lawrence Cager,FA,TE,17.9,13.2,152.0,1.9,0.0,0.0,0.0,33.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Josh Whyle,TEN,TE,33.3,17.6,186.0,0.9,0.0,0.0,0.0,32.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Marcedes Lewis,CHI,TE,9.5,8.0,62.0,3.3,0.0,0.0,0.0,31.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Hayden Hurst,LAC,TE,36.2,21.1,201.0,0.0,0.0,0.0,0.0,30.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
John Bates,WAS,TE,38.0,22.6,179.0,0.2,0.0,0.0,0.0,30.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Luke Schoonmaker,DAL,TE,24.1,13.9,127.0,1.8,0.0,0.0,0.0,30.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Charlie Kolar,BAL,TE,24.8,17.2,196.0,0.3,0.0,0.0,0.0,30.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Theo Johnson,NYG,TE,26.8,16.7,174.0,0.0,0.0,0.0,0.0,25.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Grant Calcaterra,PHI,TE,24.5,15.8,169.0,0.0,0.0,0.0,0.0,24.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Davis Allen,LAR,TE,17.3,15.4,142.0,0.5,0.0,0.0,0.0,24.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
James Mitchell,FA,TE,15.7,15.0,167.0,0.0,0.0,0.0,0.0,24.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Harrison Bryant,LVR,TE,21.1,13.2,90.0,1.4,3.0,0.0,0.0,24.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Andrew Ogletree,IND,TE,30.7,10.8,133.0,1.0,0.0,0.0,0.4,23.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Geoff Swaim,FA,TE,18.4,17.6,149.0,0.0,0.0,0.0,0.0,23.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Ben Sims,GBP,TE,15.4,10.1,89.0,1.5,0.0,0.0,0.0,22.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Dallin Holker,NOS,TE,20.9,14.4,130.0,0.0,14.0,0.0,0.0,21.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Teagan Quitoriano,FA,TE,15.7,4.8,86.0,1.8,0.0,0.0,0.0,21.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
MyCole Pruitt,PIT,TE,9.2,7.7,104.0,1.0,0.0,0.0,0.0,20.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Cole Turner,FA,TE,16.6,10.9,144.0,0.0,0.0,0.0,0.0,19.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
AJ Barner,SEA,TE,21.2,13.8,129.0,0.0,0.0,0.0,0.0,19.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Darnell Washington,PIT,TE,25.3,15.6,112.0,0.0,6.0,0.0,0.0,19.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Payne Durham,TBB,TE,20.3,12.0,135.0,0.0,0.0,0.0,0.0,19.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Matt Sokol,NEP,TE,21.1,11.6,107.0,0.0,0.0,0.0,0.0,16.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tyler Mabry,SEA,TE,19.1,12.7,98.0,0.0,0.0,0.0,0.0,16.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Ross Dwelley,ATL,TE,19.8,9.0,99.0,0.0,0.0,0.0,0.0,14.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tucker Fisk,ATL,TE,19.8,9.0,99.0,0.0,0.0,0.0,0.0,14.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Irv Smith,FA,TE,18.8,12.7,80.0,0.2,0.0,0.0,0.7,14.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Lucas Krull,DEN,TE,16.1,6.4,87.0,0.2,0.0,0.0,0.0,13.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Stone Smartt,LAC,TE,23.0,9.0,80.0,0.0,0.0,0.0,0.0,12.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Eric Saubert,FA,TE,11.3,7.9,72.0,0.0,0.0,0.0,0.0,11.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jaheim Bell,NEP,TE,15.4,7.9,72.0,0.0,0.0,0.0,0.0,11.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
C.J. Uzomah,FA,TE,14.3,8.2,67.0,0.0,0.0,0.0,0.0,10.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tip Reiman,ARI,TE,11.7,7.5,59.0,0.0,0.0,0.0,0.0,9.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Robert Tonyan,FA,TE,12.2,6.9,61.0,0.0,0.0,0.0,0.0,9.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Mitchell Wilcox,FA,TE,9.7,7.0,53.0,0.0,0.0,0.0,0.0,8.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Brenton Strange,JAC,TE,18.4,9.3,38.0,0.0,0.0,0.0,0.0,8.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Quintin Morris,BUF,TE,5.5,3.1,23.0,0.6,0.0,0.0,0.0,7.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Nick Vannett,TEN,TE,8.5,6.1,41.0,0.0,0.0,0.0,0.0,7.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Ko Kieft,TBB,TE,14.0,4.1,29.0,0.4,0.0,0.0,0.0,7.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jared Wiley,KCC,TE,14.2,8.1,59.0,0.0,0.0,0.0,1.6,7.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Ja'Tavion Sanders,CAR,TE,17.6,5.3,35.0,0.0,0.0,0.0,0.0,6.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Jesper Horsted,FA,TE,16.4,5.1,32.0,0.0,0.0,0.0,0.0,5.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Zach Gentry,FA,TE,8.4,4.0,35.0,0.0,0.0,0.0,0.0,5.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Julian Hill,MIA,TE,10.2,6.5,54.0,0.0,0.0,0.0,2.0,4.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
Tommy Hudson,TEN,TE,10.4,4.6,19.0,0.0,0.0,0.0,0.0,4.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=5&scoring=18&League=-1&uid=4&uid2=&printable=
