rank,player,rec,rec_tgt,rec_yds,rec_yds_per_rec,rec_longest,rec_20_plus,rec_td,rush_att,rush_yds,rush_td,fumbles,g,fpts,fpts_per_game,rost,year,week,pos
51,Marcellus Rivers (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,4,te
52,Justin Peelle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,4,te
53,Brandon Manumaleuna (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,4,te
54,Todd Yoder (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,4,te
55,Steve Heiden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,4,te
1,Jerry Porter (FA),7,9,117,16.7,36,0,1,0,0,0,0,1,21.2,21.2,0.0%,2002,5,te
2,John Davis (FA),3,5,33,11.0,21,0,2,0,0,0,0,1,16.8,16.8,0.0%,2002,5,te
3,Chad Lewis (FA),6,8,47,7.8,14,0,1,0,0,0,0,1,13.7,13.7,0.0%,2002,5,te
4,Dave Moore (FA),4,6,26,6.5,13,0,1,0,0,0,0,1,10.6,10.6,0.0%,2002,5,te
5,Kyle Brady (FA),2,3,34,17.0,32,0,1,0,0,0,0,1,10.4,10.4,0.0%,2002,5,te
6,Frank Wycheck (FA),9,10,79,8.8,15,0,0,0,0,0,1,1,10.4,10.4,0.0%,2002,5,te
7,Freddie Jones (FA),3,4,28,9.3,15,0,1,0,0,0,0,1,10.3,10.3,0.0%,2002,5,te
8,Randy McMichael (FA),3,3,26,8.7,18,0,1,0,0,0,0,1,10.1,10.1,0.0%,2002,5,te
9,Tyrone Davis (FA),2,2,30,15.0,19,0,1,0,0,0,0,1,10.0,10.0,0.0%,2002,5,te
10,Marcellus Rivers (FA),1,1,17,17.0,17,0,1,0,0,0,0,1,8.2,8.2,0.0%,2002,5,te
11,Mark Campbell (FA),2,5,9,4.5,7,0,1,0,0,0,0,1,7.9,7.9,0.0%,2002,5,te
12,Todd Heap (FA),4,7,53,13.3,17,0,0,0,0,0,0,1,7.3,7.3,0.0%,2002,5,te
13,Bubba Franks (FA),1,2,5,5.0,5,0,1,0,0,0,0,1,7.0,7.0,0.0%,2002,5,te
14,Marcus Pollard (FA),1,4,3,3.0,3,0,1,0,0,0,0,1,6.8,6.8,0.0%,2002,5,te
15,Anthony Becht (FA),1,2,2,2.0,2,0,1,0,0,0,0,1,6.7,6.7,0.0%,2002,5,te
16,Shannon Sharpe (FA),4,4,39,9.8,12,0,0,0,0,0,0,1,5.9,5.9,0.0%,2002,5,te
17,Erron Kinney (FA),2,3,43,21.5,31,0,0,0,0,0,0,1,5.3,5.3,0.0%,2002,5,te
18,Josh Norman (FA),4,6,27,6.8,8,0,0,0,0,0,0,1,4.7,4.7,0.0%,2002,5,te
19,Tony McGee (FA),4,5,27,6.8,14,0,0,0,0,0,0,1,4.7,4.7,0.0%,2002,5,te
20,Tony Gonzalez (FA),4,7,25,6.3,11,0,0,0,0,0,0,1,4.5,4.5,0.0%,2002,5,te
21,Dan Campbell (FA),3,4,30,10.0,20,0,0,0,0,0,0,1,4.5,4.5,0.0%,2002,5,te
22,Brandon Manumaleuna (FA),2,2,30,15.0,25,0,0,0,0,0,0,1,4.0,4.0,0.0%,2002,5,te
23,James Whalen (FA),1,2,33,33.0,33,0,0,0,0,0,0,1,3.8,3.8,0.0%,2002,5,te
24,Eric Johnson (FA),2,3,23,11.5,13,0,0,0,0,0,0,1,3.3,3.3,0.0%,2002,5,te
25,Zeron Flemister (FA),2,5,22,11.0,11,0,0,0,0,0,0,1,3.2,3.2,0.0%,2002,5,te
26,Pete Mitchell (FA),2,4,18,9.0,10,0,0,0,0,0,0,1,2.8,2.8,0.0%,2002,5,te
27,Mark Bruener (FA),3,4,12,4.0,7,0,0,0,0,0,0,1,2.7,2.7,0.0%,2002,5,te
28,Brian Kozlowski (FA),2,3,17,8.5,14,0,0,0,0,0,0,1,2.7,2.7,0.0%,2002,5,te
29,Dustin Lyman (FA),1,3,21,21.0,21,0,0,0,0,0,0,1,2.6,2.6,0.0%,2002,5,te
30,Matt Schobel (FA),2,3,15,7.5,11,0,0,0,0,0,0,1,2.5,2.5,0.0%,2002,5,te
31,Christian Fauria (FA),1,1,18,18.0,18,0,0,0,0,0,0,1,2.3,2.3,0.0%,2002,5,te
32,Jay Riemersma (FA),1,4,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2002,5,te
33,Wesley Walls (FA),2,4,9,4.5,5,0,0,0,0,0,0,1,1.9,1.9,0.0%,2002,5,te
34,Roland Williams (FA),1,1,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,0.0%,2002,5,te
35,Jeff Thomason (FA),1,1,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,0.0%,2002,5,te
36,Cameron Cleeland (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2002,5,te
37,Jeremy Shockey (FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2002,5,te
38,Joe Dean Davenport (FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2002,5,te
39,Aaron Shea (FA),1,1,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2002,5,te
40,Alge Crumpler (FA),1,2,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2002,5,te
41,David Sloan (FA),1,4,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2002,5,te
42,Stephen Alexander (FA),1,2,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2002,5,te
43,Patrick Hape (FA),1,2,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2002,5,te
44,Reggie Kelly (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2002,5,te
45,Mike Banks (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
46,Billy Baber (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
47,Rickey Dudley (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
48,Jed Weaver (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
49,Mike Roberg (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
50,Mike Bartrum (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
51,Keith Heinrich (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
52,Ernie Conwell (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
53,Ken Dilger (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
54,Boo Williams (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
55,John Allred (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
56,Jerame Tuman (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
57,John Jones (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
58,Steve Bush (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
59,Walter Rasby (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
60,Kris Mangum (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
61,Brad St. Louis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
62,Justin Peelle (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,5,te
1,Mikhael Ricks (FA),3,3,79,26.3,41,0,1,0,0,0,0,1,15.4,15.4,0.0%,2002,6,te
2,Bubba Franks (FA),5,5,46,9.2,16,0,1,0,0,0,0,1,13.1,13.1,0.0%,2002,6,te
3,Jimmy Kleinsasser (FA),4,4,34,8.5,13,0,1,0,0,0,0,1,11.4,11.4,0.0%,2002,6,te
4,Marcus Pollard (FA),5,6,28,5.6,11,0,1,0,0,0,0,1,11.3,11.3,0.0%,2002,6,te
5,Billy Miller (FA),3,3,17,5.7,10,0,1,0,0,0,0,1,9.2,9.2,0.0%,2002,6,te
6,Randy McMichael (FA),5,8,62,12.4,26,0,0,0,0,0,0,1,8.7,8.7,0.0%,2002,6,te
7,Tony Gonzalez (FA),2,3,11,5.5,8,0,1,0,0,0,0,1,8.1,8.1,0.0%,2002,6,te
8,Byron Chamberlain (FA),5,5,54,10.8,16,0,0,0,0,0,0,1,7.9,7.9,0.0%,2002,6,te
9,Boo Williams (FA),1,1,2,2.0,2,0,1,0,0,0,0,1,6.7,6.7,0.0%,2002,6,te
10,Erron Kinney (FA),4,4,44,11.0,16,0,0,0,0,0,0,1,6.4,6.4,0.0%,2002,6,te
11,Jerry Porter (FA),3,7,48,16.0,26,0,0,0,0,0,0,1,6.3,6.3,0.0%,2002,6,te
12,Todd Heap (FA),2,7,38,19.0,31,0,0,1,14,0,0,1,6.2,6.2,0.0%,2002,6,te
13,Josh Norman (FA),2,3,49,24.5,29,0,0,0,0,0,0,1,5.9,5.9,0.0%,2002,6,te
14,Alge Crumpler (FA),2,3,39,19.5,30,0,0,0,0,0,0,1,4.9,4.9,0.0%,2002,6,te
15,Christian Fauria (FA),3,5,25,8.3,10,0,0,0,0,0,0,1,4.0,4.0,0.0%,2002,6,te
16,Shannon Sharpe (FA),3,5,25,8.3,13,0,0,0,0,0,0,1,4.0,4.0,0.0%,2002,6,te
17,Jay Riemersma (FA),3,5,24,8.0,12,0,0,0,0,0,0,1,3.9,3.9,0.0%,2002,6,te
18,Frank Wycheck (FA),3,3,21,7.0,8,0,0,0,0,0,0,1,3.6,3.6,0.0%,2002,6,te
19,Walter Rasby (FA),2,2,20,10.0,11,0,0,0,0,0,0,1,3.0,3.0,0.0%,2002,6,te
20,Itula Mili (FA),2,2,16,8.0,9,0,0,0,0,0,0,1,2.6,2.6,0.0%,2002,6,te
21,Dan Campbell (FA),1,1,19,19.0,19,0,0,0,0,0,0,1,2.4,2.4,0.0%,2002,6,te
22,Ken Dilger (FA),2,2,12,6.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,2002,6,te
23,Roland Williams (FA),2,4,9,4.5,5,0,0,0,0,0,0,1,1.9,1.9,0.0%,2002,6,te
24,Matt Schobel (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2002,6,te
25,Steve Heiden (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2002,6,te
26,Tony McGee (FA),1,2,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2002,6,te
27,Kris Mangum (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2002,6,te
28,Reggie Kelly (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2002,6,te
29,David Sloan (FA),1,2,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2002,6,te
30,John Owens (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2002,6,te
31,Rickey Dudley (FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2002,6,te
32,Ernie Conwell (FA),0,0,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.0%,2002,6,te
33,Wesley Walls (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
34,James Whalen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
35,John Allred (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
36,Doug Jolley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
37,Billy Baber (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
38,Chris Luzar (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
39,Aaron Shea (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
40,Stephen Trejo (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
41,Kyle Brady (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
42,Zeron Flemister (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
43,Mark Campbell (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
44,Ryan Hannam (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
45,Randal Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
46,Mark Bruener (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
47,John Jones (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
48,Marcus Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
49,Eric Johnson (FA),0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
50,Marcellus Rivers (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
51,David Martin (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
52,Todd Yoder (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,6,te
1,Shannon Sharpe (FA),12,14,214,17.8,82,0,2,0,0,0,0,1,39.4,39.4,0.0%,2002,7,te
2,Todd Heap (FA),4,10,39,9.8,20,0,2,1,7,0,0,1,18.6,18.6,0.0%,2002,7,te
3,Jerry Porter (FA),5,5,67,13.4,28,0,1,0,0,0,0,1,15.2,15.2,0.0%,2002,7,te
4,Marcus Pollard (FA),4,7,64,16.0,41,0,1,0,0,0,0,1,14.4,14.4,0.0%,2002,7,te
5,Randy McMichael (FA),3,8,35,11.7,26,0,1,0,0,0,0,1,11.0,11.0,0.0%,2002,7,te
6,Billy Miller (FA),6,8,78,13.0,21,0,0,0,0,0,0,1,10.8,10.8,0.0%,2002,7,te
7,Tony Gonzalez (FA),5,5,58,11.6,23,0,0,0,0,0,0,1,8.3,8.3,0.0%,2002,7,te
8,Byron Chamberlain (FA),6,7,38,6.3,8,0,0,0,0,0,0,1,6.8,6.8,0.0%,2002,7,te
9,Kyle Brady (FA),4,11,37,9.3,15,0,0,0,0,0,0,1,5.7,5.7,0.0%,2002,7,te
10,Fred Baxter (FA),3,3,40,13.3,22,0,0,0,0,0,0,1,5.5,5.5,0.0%,2002,7,te
11,Ernie Conwell (FA),3,3,38,12.7,18,0,0,0,0,0,0,1,5.3,5.3,0.0%,2002,7,te
12,Roland Williams (FA),5,6,27,5.4,10,0,0,0,0,0,0,1,5.2,5.2,0.0%,2002,7,te
13,Alge Crumpler (FA),2,2,36,18.0,22,0,0,0,0,0,0,1,4.6,4.6,0.0%,2002,7,te
14,Reggie Kelly (FA),2,2,25,12.5,24,0,0,0,0,0,0,1,3.5,3.5,0.0%,2002,7,te
15,Bubba Franks (FA),3,3,19,6.3,9,0,0,0,0,0,0,1,3.4,3.4,0.0%,2002,7,te
16,Steve Bush (FA),2,3,22,11.0,12,0,0,0,0,0,0,1,3.2,3.2,0.0%,2002,7,te
17,Itula Mili (FA),2,6,22,11.0,18,0,0,0,0,0,0,1,3.2,3.2,0.0%,2002,7,te
18,David Martin (FA),3,3,17,5.7,7,0,0,0,0,0,0,1,3.2,3.2,0.0%,2002,7,te
19,Brian Kozlowski (FA),2,2,21,10.5,12,0,0,0,0,0,0,1,3.1,3.1,0.0%,2002,7,te
20,Desmond Clark (FA),1,2,26,26.0,26,0,0,0,0,0,0,1,3.1,3.1,0.0%,2002,7,te
21,Eric Johnson (FA),2,4,20,10.0,12,0,0,0,0,0,0,1,3.0,3.0,0.0%,2002,7,te
22,Wesley Walls (FA),1,4,24,24.0,24,0,0,0,0,0,0,1,2.9,2.9,0.0%,2002,7,te
23,John Owens (FA),2,4,19,9.5,10,0,0,0,0,0,0,1,2.9,2.9,0.0%,2002,7,te
24,Tony McGee (FA),1,1,19,19.0,19,0,0,0,0,0,0,1,2.4,2.4,0.0%,2002,7,te
25,Rickey Dudley (FA),1,1,18,18.0,18,0,0,0,0,0,0,1,2.3,2.3,0.0%,2002,7,te
26,Jimmy Kleinsasser (FA),2,4,11,5.5,8,0,0,0,0,0,0,1,2.1,2.1,0.0%,2002,7,te
27,Dustin Lyman (FA),2,2,11,5.5,7,0,0,0,0,0,0,1,2.1,2.1,0.0%,2002,7,te
28,Doug Jolley (FA),2,4,11,5.5,6,0,0,0,0,0,0,1,2.1,2.1,0.0%,2002,7,te
29,Mike Roberg (FA),1,1,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2002,7,te
30,Ken Dilger (FA),2,4,9,4.5,5,0,0,0,0,0,0,1,1.9,1.9,0.0%,2002,7,te
31,Kris Mangum (FA),1,3,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2002,7,te
32,Pete Mitchell (FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2002,7,te
33,Jay Riemersma (FA),1,2,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2002,7,te
34,John Davis (FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2002,7,te
35,John Jones (FA),1,3,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2002,7,te
36,Freddie Jones (FA),2,6,4,2.0,2,0,0,0,0,0,0,1,1.4,1.4,0.0%,2002,7,te
37,Mark Bruener (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2002,7,te
38,James Whalen (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2002,7,te
39,Terry Jones (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2002,7,te
40,Boo Williams (FA),1,1,-3,-3.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2002,7,te
41,Mike Bartrum (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
42,Randal Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
43,Ryan Hannam (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
44,Zeron Flemister (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
45,Chad Lewis (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
46,Jeff Thomason (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
47,David Sloan (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
48,Aaron Shea (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
49,Justin Swift (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
50,Jed Weaver (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
51,Walter Rasby (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
52,Marcus Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
53,Matt Murphy (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
54,Cory Geason (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
55,Brandon Manumaleuna (FA),0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
56,Anthony Becht (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
57,Justin Peelle (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
58,Todd Yoder (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
59,Steve Heiden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,7,te
1,Billy Miller (FA),3,4,78,26.0,40,0,1,0,0,0,0,1,15.3,15.3,0.0%,2002,8,te
2,Mark Campbell (FA),7,9,34,4.9,7,0,1,0,0,0,0,1,12.9,12.9,0.0%,2002,8,te
3,Todd Heap (FA),6,10,51,8.5,11,0,0,0,0,0,0,1,10.1,10.1,0.0%,2002,8,te
4,Jeremy Shockey (FA),6,8,69,11.5,21,0,0,0,0,0,0,1,9.9,9.9,0.0%,2002,8,te
5,Christian Fauria (FA),3,4,23,7.7,9,0,1,0,0,0,0,1,9.8,9.8,0.0%,2002,8,te
6,John Jones (FA),2,2,24,12.0,18,0,1,0,0,0,0,1,9.4,9.4,0.0%,2002,8,te
7,Shannon Sharpe (FA),2,4,19,9.5,11,0,1,0,0,0,0,1,8.9,8.9,0.0%,2002,8,te
8,Tony Gonzalez (FA),6,8,57,9.5,24,0,0,0,0,0,0,1,8.7,8.7,0.0%,2002,8,te
9,Alge Crumpler (FA),4,6,62,15.5,33,0,0,0,0,0,0,1,8.2,8.2,0.0%,2002,8,te
10,Jerry Porter (FA),4,5,63,15.8,24,0,0,1,-1,0,0,1,8.2,8.2,0.0%,2002,8,te
11,Doug Jolley (FA),2,2,4,2.0,3,0,1,0,0,0,0,1,7.4,7.4,0.0%,2002,8,te
12,Matt Schobel (FA),1,2,8,8.0,8,0,1,0,0,0,0,1,7.3,7.3,0.0%,2002,8,te
13,Freddie Jones (FA),5,6,42,8.4,16,0,0,0,0,0,0,1,6.7,6.7,0.0%,2002,8,te
14,Ken Dilger (FA),4,6,45,11.3,22,0,0,0,0,0,0,1,6.5,6.5,0.0%,2002,8,te
15,Tony McGee (FA),3,3,35,11.7,13,0,0,0,0,0,0,1,5.0,5.0,0.0%,2002,8,te
16,Pete Mitchell (FA),3,5,33,11.0,16,0,0,0,0,0,0,1,4.8,4.8,0.0%,2002,8,te
17,Marcus Pollard (FA),2,2,38,19.0,20,0,0,0,0,0,0,1,4.8,4.8,0.0%,2002,8,te
18,Kyle Brady (FA),2,4,31,15.5,23,0,0,0,0,0,0,1,4.1,4.1,0.0%,2002,8,te
19,Byron Chamberlain (FA),3,5,25,8.3,11,0,0,0,0,0,0,1,4.0,4.0,0.0%,2002,8,te
20,Mikhael Ricks (FA),2,5,29,14.5,17,0,0,0,0,0,0,1,3.9,3.9,0.0%,2002,8,te
21,Jay Riemersma (FA),2,3,18,9.0,9,0,0,0,0,0,0,1,2.8,2.8,0.0%,2002,8,te
22,Jabari Holloway (FA),2,2,17,8.5,11,0,0,0,0,0,0,1,2.7,2.7,0.0%,2002,8,te
23,Aaron Shea (FA),3,3,10,3.3,5,0,0,0,0,0,0,1,2.5,2.5,0.0%,2002,8,te
24,Chad Lewis (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,2.0,2.0,0.0%,2002,8,te
25,Boo Williams (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,2.0,2.0,0.0%,2002,8,te
26,Rickey Dudley (FA),1,1,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2002,8,te
27,Leonard Stephens (FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2002,8,te
28,Brian Kozlowski (FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2002,8,te
29,David Sloan (FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2002,8,te
30,Terry Jones (FA),1,3,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2002,8,te
31,Frank Wycheck (FA),1,4,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2002,8,te
32,Marcellus Rivers (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2002,8,te
33,Jimmy Kleinsasser (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2002,8,te
34,Wesley Walls (FA),1,4,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2002,8,te
35,Roland Williams (FA),1,5,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2002,8,te
36,Jason Dunn (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2002,8,te
37,Mark Bruener (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2002,8,te
38,Anthony Becht (FA),1,4,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2002,8,te
39,Dustin Lyman (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
40,Stephen Trejo (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
41,James Whalen (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
42,Erron Kinney (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
43,Jeff Thomason (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
44,Itula Mili (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
45,Mike Banks (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
46,Walter Rasby (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
47,Justin Swift (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
48,Brad St. Louis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
49,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
50,Steve Heiden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2002,8,te
1,Jerry Porter (FA),6,6,53,8.8,16,0,1,0,0,0,0,1,14.3,14.3,0.0%,2002,9,te
2,Stephen Alexander (FA),7,8,84,12.0,26,0,0,0,0,0,0,1,11.9,11.9,0.0%,2002,9,te
3,Anthony Becht (FA),4,6,26,6.5,11,0,1,0,0,0,0,1,10.6,10.6,0.0%,2002,9,te
4,Itula Mili (FA),6,6,71,11.8,31,0,0,0,0,0,0,1,10.1,10.1,0.0%,2002,9,te
5,Todd Heap (FA),5,8,60,12.0,16,0,0,0,0,0,0,1,8.5,8.5,0.0%,2002,9,te
6,Daniel Graham (FA),3,3,68,22.7,31,0,0,0,0,0,0,1,8.3,8.3,0.0%,2002,9,te
