rank,player,def_sacks,def_int,fr,def_fum_forced,def td,def_safety,def_special_teams_td,g,fpts,fpts_per_game,rost,year,week,pos
13,Pittsburgh Steelers (PIT),0,1,1,1,0,0,0,1,8.0,8.0,76.5%,2006,14,dst
14,Las Vegas Raiders (LV),0,3,1,1,0,0,0,1,8.0,8.0,21.9%,2006,14,dst
15,Los Angeles Chargers (LAC),4,0,1,2,0,0,0,1,7.0,7.0,16.5%,2006,14,dst
16,New Orleans Saints (NO),2,2,0,0,0,0,0,1,7.0,7.0,63.8%,2006,14,dst
17,Houston Texans (HOU),2,1,1,1,0,0,0,1,6.0,6.0,29.9%,2006,14,dst
18,Jacksonville Jaguars (JAC),2,1,0,0,0,0,1,1,6.0,6.0,47.2%,2006,14,dst
19,New York Jets (NYJ),3,0,1,1,0,0,0,1,5.0,5.0,82.9%,2006,14,dst
20,Chicago Bears (CHI),3,1,0,0,0,0,2,1,5.0,5.0,31.1%,2006,14,dst
21,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,3.0,3.0,3.5%,2006,14,dst
22,Washington Commanders (WAS),0,0,1,0,0,0,0,1,3.0,3.0,8.1%,2006,14,dst
23,Cleveland Browns (CLE),0,0,1,2,0,0,0,1,3.0,3.0,94.3%,2006,14,dst
24,Kansas City Chiefs (KC),0,0,1,2,0,0,0,1,3.0,3.0,77.0%,2006,14,dst
25,Seattle Seahawks (SEA),0,1,0,0,0,0,0,1,2.0,2.0,26.9%,2006,14,dst
26,New England Patriots (NE),1,0,0,0,0,0,0,1,1.0,1.0,13.3%,2006,14,dst
27,Carolina Panthers (CAR),1,0,0,2,0,0,0,1,1.0,1.0,2.9%,2006,14,dst
28,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,0.0,0.0,98.1%,2006,14,dst
29,Indianapolis Colts (IND),1,1,0,0,0,0,0,1,-1.0,-1.0,24.5%,2006,14,dst
30,Denver Broncos (DEN),1,0,1,0,0,0,0,1,-1.0,-1.0,34.5%,2006,14,dst
31,Dallas Cowboys (DAL),1,0,0,0,0,0,0,1,-3.0,-3.0,93.2%,2006,14,dst
32,Los Angeles Rams (LAR),0,0,0,0,0,0,0,1,-4.0,-4.0,21.1%,2006,14,dst
1,Tennessee Titans (TEN),4,3,1,1,3,0,0,1,31.0,31.0,3.5%,2006,15,dst
2,Los Angeles Rams (LAR),4,3,2,1,0,0,0,1,24.0,24.0,21.1%,2006,15,dst
3,Pittsburgh Steelers (PIT),5,2,0,0,0,0,1,1,17.0,17.0,76.5%,2006,15,dst
4,New England Patriots (NE),4,4,0,1,0,0,1,1,16.0,16.0,13.3%,2006,15,dst
5,Buffalo Bills (BUF),2,2,0,0,0,0,0,1,16.0,16.0,62.6%,2006,15,dst
6,Green Bay Packers (GB),6,2,1,0,0,0,0,1,16.0,16.0,26.0%,2006,15,dst
7,Dallas Cowboys (DAL),4,2,1,1,1,0,0,1,15.0,15.0,93.2%,2006,15,dst
8,Philadelphia Eagles (PHI),1,2,2,2,1,0,0,1,15.0,15.0,50.8%,2006,15,dst
9,Los Angeles Chargers (LAC),6,1,1,0,0,0,0,1,14.0,14.0,16.5%,2006,15,dst
10,Baltimore Ravens (BAL),6,2,0,1,0,0,0,1,11.0,11.0,87.5%,2006,15,dst
11,Detroit Lions (DET),1,3,1,1,0,0,0,1,10.0,10.0,43.8%,2006,15,dst
12,Jacksonville Jaguars (JAC),3,0,0,1,0,0,0,1,10.0,10.0,47.2%,2006,15,dst
13,New York Jets (NYJ),3,1,0,0,0,0,0,1,9.0,9.0,82.9%,2006,15,dst
14,Washington Commanders (WAS),2,1,0,0,0,0,0,1,8.0,8.0,8.1%,2006,15,dst
15,San Francisco 49ers (SF),3,2,0,1,0,0,0,1,8.0,8.0,98.1%,2006,15,dst
16,Denver Broncos (DEN),3,2,0,2,0,0,0,1,8.0,8.0,34.5%,2006,15,dst
17,Arizona Cardinals (ARI),1,1,1,3,1,0,0,1,7.0,7.0,0.8%,2006,15,dst
18,Indianapolis Colts (IND),4,0,1,5,0,0,0,1,7.0,7.0,24.5%,2006,15,dst
19,Kansas City Chiefs (KC),2,2,0,0,0,0,0,1,7.0,7.0,77.0%,2006,15,dst
20,Cleveland Browns (CLE),1,1,2,1,0,0,0,1,7.0,7.0,94.3%,2006,15,dst
21,Miami Dolphins (MIA),3,0,2,3,0,0,0,1,7.0,7.0,69.0%,2006,15,dst
22,Minnesota Vikings (MIN),2,1,1,1,0,0,0,1,6.0,6.0,11.6%,2006,15,dst
23,Atlanta Falcons (ATL),3,1,1,0,0,0,0,1,6.0,6.0,16.5%,2006,15,dst
24,New York Giants (NYG),2,1,1,1,0,0,0,1,5.0,5.0,3.1%,2006,15,dst
25,Las Vegas Raiders (LV),4,0,0,0,0,0,0,1,5.0,5.0,21.9%,2006,15,dst
26,Chicago Bears (CHI),2,1,1,2,0,0,0,1,5.0,5.0,31.1%,2006,15,dst
27,Tampa Bay Buccaneers (TB),4,0,1,0,0,0,0,1,5.0,5.0,20.7%,2006,15,dst
28,New Orleans Saints (NO),1,0,0,1,0,0,0,1,2.0,2.0,63.8%,2006,15,dst
29,Cincinnati Bengals (CIN),1,0,1,0,0,0,0,1,2.0,2.0,48.8%,2006,15,dst
30,Seattle Seahawks (SEA),0,0,0,0,0,0,0,1,0.0,0.0,26.9%,2006,15,dst
31,Carolina Panthers (CAR),3,0,0,0,0,0,0,1,-1.0,-1.0,2.9%,2006,15,dst
32,Houston Texans (HOU),1,0,0,0,0,0,0,1,-3.0,-3.0,29.9%,2006,15,dst
1,Tampa Bay Buccaneers (TB),3,4,0,0,1,0,0,1,25.0,25.0,20.7%,2006,16,dst
2,Kansas City Chiefs (KC),4,2,3,4,0,0,0,1,18.0,18.0,77.0%,2006,16,dst
3,Minnesota Vikings (MIN),1,2,1,2,1,0,0,1,18.0,18.0,11.6%,2006,16,dst
4,Baltimore Ravens (BAL),5,2,1,1,0,0,0,1,15.0,15.0,87.5%,2006,16,dst
5,Cleveland Browns (CLE),3,1,1,1,1,0,0,1,15.0,15.0,94.3%,2006,16,dst
6,Carolina Panthers (CAR),3,2,0,0,0,0,0,1,14.0,14.0,2.9%,2006,16,dst
7,Philadelphia Eagles (PHI),3,2,1,0,0,0,0,1,13.0,13.0,50.8%,2006,16,dst
8,New Orleans Saints (NO),2,1,2,0,0,0,0,1,12.0,12.0,63.8%,2006,16,dst
9,Green Bay Packers (GB),3,1,0,0,0,0,0,1,12.0,12.0,26.0%,2006,16,dst
10,Los Angeles Chargers (LAC),6,2,0,0,0,0,0,1,11.0,11.0,16.5%,2006,16,dst
11,Denver Broncos (DEN),2,2,2,4,0,0,0,1,10.0,10.0,34.5%,2006,16,dst
12,Arizona Cardinals (ARI),4,1,1,1,0,0,0,1,9.0,9.0,0.8%,2006,16,dst
13,New York Jets (NYJ),3,0,0,1,0,0,0,1,7.0,7.0,82.9%,2006,16,dst
14,Atlanta Falcons (ATL),3,0,0,0,0,0,0,1,7.0,7.0,16.5%,2006,16,dst
15,Miami Dolphins (MIA),1,0,1,0,0,0,0,1,7.0,7.0,69.0%,2006,16,dst
16,Cincinnati Bengals (CIN),3,1,1,1,0,0,0,1,7.0,7.0,48.8%,2006,16,dst
17,Tennessee Titans (TEN),3,2,0,0,0,0,0,1,6.0,6.0,3.5%,2006,16,dst
18,Las Vegas Raiders (LV),2,1,0,1,0,0,0,1,5.0,5.0,21.9%,2006,16,dst
19,Pittsburgh Steelers (PIT),0,2,1,1,0,0,0,1,5.0,5.0,76.5%,2006,16,dst
20,Chicago Bears (CHI),3,0,1,1,0,0,0,1,5.0,5.0,31.1%,2006,16,dst
21,San Francisco 49ers (SF),2,0,1,0,0,0,0,1,4.0,4.0,98.1%,2006,16,dst
22,Dallas Cowboys (DAL),2,1,0,1,0,0,0,1,4.0,4.0,93.2%,2006,16,dst
23,New England Patriots (NE),1,0,1,1,0,0,0,1,3.0,3.0,13.3%,2006,16,dst
24,Houston Texans (HOU),0,0,1,1,0,0,0,1,2.0,2.0,29.9%,2006,16,dst
25,Detroit Lions (DET),2,0,0,0,0,0,0,1,2.0,2.0,43.8%,2006,16,dst
26,Seattle Seahawks (SEA),1,0,0,0,0,0,0,1,2.0,2.0,26.9%,2006,16,dst
27,Los Angeles Rams (LAR),0,0,1,1,0,0,0,1,1.0,1.0,21.1%,2006,16,dst
28,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,1.0,1.0,47.2%,2006,16,dst
29,Indianapolis Colts (IND),0,0,0,0,0,0,0,1,0.0,0.0,24.5%,2006,16,dst
30,Buffalo Bills (BUF),1,0,0,0,0,0,0,1,0.0,0.0,62.6%,2006,16,dst
31,New York Giants (NYG),1,0,0,0,0,0,0,1,0.0,0.0,3.1%,2006,16,dst
32,Washington Commanders (WAS),1,0,1,1,0,0,0,1,0.0,0.0,8.1%,2006,16,dst
1,Green Bay Packers (GB),2,5,1,1,2,0,0,1,30.0,30.0,26.0%,2006,17,dst
2,Houston Texans (HOU),1,1,2,3,1,0,0,1,20.0,20.0,29.9%,2006,17,dst
3,Baltimore Ravens (BAL),3,2,1,1,1,0,0,1,19.0,19.0,87.5%,2006,17,dst
4,San Francisco 49ers (SF),3,2,1,1,1,0,0,1,16.0,16.0,98.1%,2006,17,dst
5,Carolina Panthers (CAR),5,1,1,3,1,0,0,1,15.0,15.0,2.9%,2006,17,dst
6,New York Jets (NYJ),2,1,2,2,0,0,0,1,15.0,15.0,82.9%,2006,17,dst
7,Los Angeles Rams (LAR),4,2,0,3,1,0,0,1,14.0,14.0,21.1%,2006,17,dst
8,Denver Broncos (DEN),4,1,0,1,1,0,0,1,13.0,13.0,34.5%,2006,17,dst
9,Kansas City Chiefs (KC),3,1,0,0,0,0,0,1,11.0,11.0,77.0%,2006,17,dst
10,New England Patriots (NE),5,2,1,2,0,0,0,1,11.0,11.0,13.3%,2006,17,dst
11,Detroit Lions (DET),4,1,3,2,0,0,0,1,11.0,11.0,43.8%,2006,17,dst
12,Los Angeles Chargers (LAC),1,0,1,1,1,0,0,1,10.0,10.0,16.5%,2006,17,dst
13,Seattle Seahawks (SEA),1,0,2,2,0,0,0,1,9.0,9.0,26.9%,2006,17,dst
14,Philadelphia Eagles (PHI),5,1,0,0,0,0,0,1,8.0,8.0,50.8%,2006,17,dst
15,Jacksonville Jaguars (JAC),3,2,1,2,0,0,0,1,8.0,8.0,47.2%,2006,17,dst
16,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,7.0,7.0,94.3%,2006,17,dst
17,Buffalo Bills (BUF),0,1,0,0,0,0,0,1,6.0,6.0,62.6%,2006,17,dst
18,Cincinnati Bengals (CIN),1,1,1,1,0,0,0,1,5.0,5.0,48.8%,2006,17,dst
19,Chicago Bears (CHI),2,1,0,2,0,0,0,1,5.0,5.0,31.1%,2006,17,dst
20,Arizona Cardinals (ARI),3,1,0,0,0,0,0,1,5.0,5.0,0.8%,2006,17,dst
21,Indianapolis Colts (IND),2,1,0,1,0,0,0,1,4.0,4.0,24.5%,2006,17,dst
22,New York Giants (NYG),1,1,1,1,0,0,0,1,4.0,4.0,3.1%,2006,17,dst
23,Tampa Bay Buccaneers (TB),1,0,1,1,0,0,0,1,3.0,3.0,20.7%,2006,17,dst
24,Dallas Cowboys (DAL),5,1,0,0,0,0,1,1,3.0,3.0,93.2%,2006,17,dst
25,Miami Dolphins (MIA),0,0,1,0,0,0,0,1,2.0,2.0,69.0%,2006,17,dst
26,Atlanta Falcons (ATL),0,0,1,1,0,0,0,1,2.0,2.0,16.5%,2006,17,dst
27,Pittsburgh Steelers (PIT),0,0,0,0,0,0,0,1,1.0,1.0,76.5%,2006,17,dst
28,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,1.0,1.0,21.9%,2006,17,dst
29,New Orleans Saints (NO),0,0,0,0,0,0,0,1,0.0,0.0,63.8%,2006,17,dst
30,Washington Commanders (WAS),1,0,0,0,0,0,0,1,0.0,0.0,8.1%,2006,17,dst
31,Tennessee Titans (TEN),2,0,0,0,0,0,1,1,-1.0,-1.0,3.5%,2006,17,dst
32,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,-4.0,-4.0,11.6%,2006,17,dst
1,Minnesota Vikings (MIN),6,2,0,1,2,0,0,1,29.0,29.0,11.6%,2007,1,dst
2,Houston Texans (HOU),3,2,2,1,1,0,0,1,24.0,24.0,29.9%,2007,1,dst
3,Cincinnati Bengals (CIN),2,2,4,4,1,0,0,1,21.0,21.0,48.8%,2007,1,dst
4,Pittsburgh Steelers (PIT),6,2,3,3,0,0,0,1,20.0,20.0,76.5%,2007,1,dst
5,Indianapolis Colts (IND),1,2,1,2,1,0,0,1,20.0,20.0,24.5%,2007,1,dst
6,Los Angeles Chargers (LAC),3,1,3,3,0,0,0,1,18.0,18.0,16.5%,2007,1,dst
7,Green Bay Packers (GB),1,1,2,0,1,0,0,1,17.0,17.0,26.0%,2007,1,dst
8,Seattle Seahawks (SEA),5,0,2,3,0,0,0,1,16.0,16.0,26.9%,2007,1,dst
9,Philadelphia Eagles (PHI),4,1,1,1,0,0,0,1,12.0,12.0,50.8%,2007,1,dst
10,Detroit Lions (DET),3,2,1,4,0,0,0,1,10.0,10.0,43.8%,2007,1,dst
11,Jacksonville Jaguars (JAC),2,1,1,2,0,0,0,1,10.0,10.0,47.2%,2007,1,dst
12,Tennessee Titans (TEN),3,0,1,1,0,0,0,1,9.0,9.0,3.5%,2007,1,dst
13,Carolina Panthers (CAR),1,0,2,2,0,0,0,1,9.0,9.0,2.9%,2007,1,dst
14,Chicago Bears (CHI),3,1,1,0,0,0,0,1,9.0,9.0,31.1%,2007,1,dst
15,Washington Commanders (WAS),2,0,1,1,0,0,0,1,8.0,8.0,8.1%,2007,1,dst
16,Miami Dolphins (MIA),2,2,0,2,0,0,0,1,7.0,7.0,69.0%,2007,1,dst
