rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
6,Jason Elam (FA),1,1,100.0,49,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,7,k
7,Josh Brown (FA),4,4,100.0,48,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,7,k
8,Lawrence Tynes (FA),2,2,100.0,39,0,0,0,0,0,3,4,1,3.0,3.0,0.0%,2007,7,k
9,Adam Vinatieri (FA),2,2,100.0,36,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2007,7,k
10,Nick Folk (TEN),1,2,50.0,45,0,0,0,0,0,3,3,1,3.0,3.0,9.4%,2007,7,k
11,Shaun Suisham (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,7,k
12,Olindo Mare (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,7,k
13,Rob Bironas (FA),8,8,100.0,52,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,7,k
14,Ryan Longwell (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,7,k
15,Jason Hanson (FA),3,3,100.0,42,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,7,k
16,Mike Nugent (FA),3,3,100.0,43,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,2007,7,k
17,Matt Stover (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,7,k
18,Rian Lindell (FA),4,4,100.0,41,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
19,Neil Rackers (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
20,Sebastian Janikowski (FA),1,1,100.0,37,0,0,0,0,0,1,1,1,1.0,1.0,20.0%,2007,7,k
21,Matt Bryant (FA),1,2,50.0,48,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,2007,7,k
22,Morten Andersen (FA),3,3,100.0,38,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
23,Robbie Gould (FA),4,5,80.0,45,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,7,k
24,Joe Nedney (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
25,John Carney (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
26,David Akers (FA),3,3,100.0,37,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,7,k
27,Jeff Wilkins (FA),2,3,66.7,31,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,7,k
28,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,7,k
29,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,7,k
30,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,7,k
31,Dave Rayner (FA),2,3,66.7,41,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,7,k
1,Stephen Gostkowski (FA),1,1,100.0,36,0,0,0,0,0,7,7,1,7.0,7.0,0.1%,2007,8,k
2,Nate Kaeding (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,8,k
3,Adam Vinatieri (FA),1,1,100.0,20,0,0,0,0,0,4,4,1,4.0,4.0,0.2%,2007,8,k
4,Olindo Mare (FA),1,1,100.0,26,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,8,k
5,John Carney (FA),1,1,100.0,41,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,8,k
6,Phil Dawson (FA),2,2,100.0,45,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,8,k
7,Jeff Reed (FA),1,1,100.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,8,k
8,David Akers (FA),3,4,75.0,27,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,8,k
9,Jeff Wilkins (FA),2,2,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,8,k
10,Matt Bryant (FA),3,3,100.0,44,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2007,8,k
11,Rob Bironas (FA),2,2,100.0,35,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
12,Ryan Longwell (FA),3,3,100.0,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
13,Shaun Suisham (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
14,Shayne Graham (FA),2,2,100.0,31,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
15,Mason Crosby (FA),2,2,100.0,26,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,8,k
16,Lawrence Tynes (FA),2,3,66.7,41,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
17,Kris Brown (FA),1,1,100.0,40,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
18,John Kasay (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
19,Rian Lindell (FA),2,2,100.0,40,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
20,Robbie Gould (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,8,k
21,Joe Nedney (FA),1,1,100.0,29,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
22,Jason Hanson (FA),3,4,75.0,52,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
23,Jay Feely (FA),1,2,50.0,29,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
24,Jason Elam (FA),2,2,100.0,45,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,8,k
25,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,8,k
26,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,8,k
27,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,8,k
28,Sebastian Janikowski (FA),3,3,100.0,54,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,8,k
29,Mike Nugent (FA),1,1,100.0,27,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,8,k
30,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,8,k
1,Ryan Longwell (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,9,k
2,Nick Folk (TEN),1,1,100.0,22,0,0,0,0,0,5,5,1,5.0,5.0,9.4%,2007,9,k
3,Jason Hanson (FA),3,3,100.0,53,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,9,k
4,Olindo Mare (FA),2,4,50.0,46,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,9,k
5,Jeff Reed (FA),1,1,100.0,22,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,9,k
6,Stephen Gostkowski (FA),1,1,100.0,34,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,9,k
7,Shayne Graham (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,9,k
8,Rian Lindell (FA),4,4,100.0,38,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,9,k
9,John Carney (FA),1,1,100.0,30,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,9,k
10,Mason Crosby (FA),4,5,80.0,48,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,9,k
11,Kris Brown (FA),1,2,50.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,9,k
12,Josh Brown (FA),3,3,100.0,39,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,9,k
13,Sebastian Janikowski (FA),1,2,50.0,22,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2007,9,k
14,Rob Bironas (FA),2,2,100.0,53,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,9,k
15,Dave Rayner (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,9,k
16,Nate Kaeding (FA),1,1,100.0,36,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,9,k
17,Mike Nugent (FA),2,3,66.7,30,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,2007,9,k
18,Matt Bryant (FA),1,3,33.3,32,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2007,9,k
19,Morten Andersen (FA),2,2,100.0,33,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,9,k
20,Adam Vinatieri (FA),2,3,66.7,25,0,0,0,0,0,2,2,1,2.0,2.0,0.2%,2007,9,k
21,David Akers (FA),1,1,100.0,36,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,9,k
22,Joe Nedney (FA),3,3,100.0,49,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,9,k
23,Jason Elam (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,9,k
24,John Kasay (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,9,k
25,Neil Rackers (FA),1,1,100.0,47,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,9,k
26,Matt Stover (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,9,k
27,Phil Dawson (FA),2,2,100.0,25,0,0,0,0,0,1,2,1,1.0,1.0,0.1%,2007,9,k
28,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
29,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
30,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
31,Shaun Suisham (FA),5,5,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
32,Rhys Lloyd (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
33,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,9,k
1,Adam Vinatieri (FA),0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,10,k
2,Shayne Graham (FA),7,7,100.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
3,Shaun Suisham (FA),2,2,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
4,Sebastian Janikowski (FA),2,2,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,10,k
5,Robbie Gould (FA),1,2,50.0,32,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,10,k
6,Rob Bironas (FA),2,2,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
7,Rian Lindell (FA),1,1,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
8,Phil Dawson (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,10,k
9,Jay Feely (FA),1,1,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
10,David Akers (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
11,Nick Folk (TEN),1,1,100.0,44,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,10,k
12,Nate Kaeding (FA),1,1,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
13,Mason Crosby (FA),2,2,100.0,39,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,10,k
14,Lawrence Tynes (FA),2,2,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
15,Josh Brown (FA),1,2,50.0,20,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,10,k
1,Adam Vinatieri (FA),2,4,50.0,27,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,11,k
2,Stephen Gostkowski (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,11,k
3,Shayne Graham (FA),2,2,100.0,41,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
4,Shaun Suisham (FA),3,4,75.0,45,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
5,Sebastian Janikowski (FA),5,5,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,11,k
6,Robbie Gould (FA),3,3,100.0,48,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,11,k
7,Rob Bironas (FA),2,2,100.0,56,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
8,Rian Lindell (FA),1,1,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
9,Phil Dawson (FA),4,5,80.0,51,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,11,k
10,Jay Feely (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
11,David Akers (FA),1,1,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
12,Nick Folk (TEN),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,11,k
13,Nate Kaeding (FA),1,1,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
14,Mike Nugent (FA),4,4,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,11,k
15,Matt Bryant (FA),1,1,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,11,k
16,Mason Crosby (FA),1,3,33.3,47,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,11,k
17,Lawrence Tynes (FA),3,3,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
18,Josh Scobee (FA),1,1,100.0,48,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
19,Josh Brown (FA),3,4,75.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,11,k
1,Adam Vinatieri (FA),1,1,100.0,24,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,12,k
2,Stephen Gostkowski (FA),1,2,50.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,12,k
3,Shayne Graham (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
4,Shaun Suisham (FA),2,2,100.0,43,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
5,Sebastian Janikowski (FA),2,2,100.0,54,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,12,k
6,Robbie Gould (FA),3,3,100.0,44,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,12,k
7,Rob Bironas (FA),2,2,100.0,28,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
8,Rian Lindell (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
9,Phil Dawson (FA),2,2,100.0,27,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,12,k
10,Jay Feely (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
11,David Akers (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
12,Nick Folk (TEN),2,2,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,12,k
13,Nate Kaeding (FA),4,4,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
14,Mike Nugent (FA),1,1,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,12,k
15,Matt Bryant (FA),4,4,100.0,48,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,12,k
16,Mason Crosby (FA),3,3,100.0,26,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,12,k
17,Lawrence Tynes (FA),1,1,100.0,48,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
18,Josh Scobee (FA),5,5,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
19,Josh Brown (FA),1,3,33.3,33,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,12,k
1,Adam Vinatieri (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,13,k
2,Stephen Gostkowski (FA),2,2,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,13,k
3,Shayne Graham (FA),1,2,50.0,24,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
4,Shaun Suisham (FA),3,3,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
5,Sebastian Janikowski (FA),2,4,50.0,44,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,13,k
6,Robbie Gould (FA),3,3,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,13,k
7,Rob Bironas (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
8,Rian Lindell (FA),5,5,100.0,43,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
9,Phil Dawson (FA),2,2,100.0,37,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,13,k
10,Jay Feely (FA),2,2,100.0,53,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
11,David Akers (FA),1,2,50.0,31,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
12,Nick Folk (TEN),3,3,100.0,51,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,13,k
13,Nate Kaeding (FA),1,2,50.0,25,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
14,Mike Nugent (FA),4,4,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,13,k
15,Matt Bryant (FA),2,3,66.7,31,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,13,k
16,Mason Crosby (FA),2,2,100.0,52,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,13,k
17,Lawrence Tynes (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
18,Josh Scobee (FA),1,2,50.0,47,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
19,Josh Brown (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,13,k
1,Adam Vinatieri (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,14,k
2,Stephen Gostkowski (FA),2,3,66.7,42,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,14,k
3,Shayne Graham (FA),4,4,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
4,Shaun Suisham (FA),1,3,33.3,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
5,Sebastian Janikowski (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,14,k
6,Robbie Gould (FA),3,4,75.0,30,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,14,k
7,Rob Bironas (FA),1,2,50.0,44,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
8,Rian Lindell (FA),1,2,50.0,51,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
9,Phil Dawson (FA),1,1,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,14,k
10,Jay Feely (FA),1,1,100.0,41,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
11,David Akers (FA),2,3,66.7,39,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
12,Nick Folk (TEN),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,14,k
13,Nate Kaeding (FA),1,1,100.0,20,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
14,Mike Nugent (FA),4,4,100.0,41,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,14,k
15,Matt Bryant (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,14,k
16,Mason Crosby (FA),1,3,33.3,44,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,14,k
17,Lawrence Tynes (FA),3,3,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
18,Josh Scobee (FA),3,3,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
19,Josh Brown (FA),2,2,100.0,41,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,14,k
1,Adam Vinatieri (FA),2,2,100.0,22,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,15,k
2,Stephen Gostkowski (FA),2,2,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,15,k
3,Shayne Graham (FA),2,2,100.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
4,Shaun Suisham (FA),3,3,100.0,50,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
5,Sebastian Janikowski (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,15,k
6,Robbie Gould (FA),2,2,100.0,47,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,15,k
7,Rob Bironas (FA),4,4,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
8,Rian Lindell (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
9,Phil Dawson (FA),2,2,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,15,k
10,Jay Feely (FA),3,3,100.0,29,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
11,David Akers (FA),1,2,50.0,21,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
12,Nick Folk (TEN),2,2,100.0,33,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,15,k
13,Nate Kaeding (FA),3,3,100.0,45,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
14,Mike Nugent (FA),1,2,50.0,33,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,15,k
15,Matt Bryant (FA),3,3,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,15,k
16,Mason Crosby (FA),4,4,100.0,50,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,15,k
17,Lawrence Tynes (FA),1,2,50.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
18,Josh Scobee (FA),1,1,100.0,36,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
19,Josh Brown (FA),1,1,100.0,23,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,15,k
1,Adam Vinatieri (FA),1,1,100.0,29,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,16,k
2,Stephen Gostkowski (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,16,k
3,Shayne Graham (FA),2,2,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
4,Shaun Suisham (FA),1,1,100.0,26,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
5,Sebastian Janikowski (FA),1,1,100.0,41,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,16,k
6,Robbie Gould (FA),2,2,100.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,16,k
7,Rob Bironas (FA),1,1,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
8,Rian Lindell (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
9,Phil Dawson (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,16,k
10,Jay Feely (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
11,David Akers (FA),1,1,100.0,24,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
12,Nick Folk (TEN),2,2,100.0,42,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,16,k
13,Nate Kaeding (FA),3,3,100.0,40,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
14,Mike Nugent (FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,16,k
15,Matt Prater (ARI),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,2007,16,k
16,Matt Bryant (FA),2,2,100.0,34,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,16,k
17,Mason Crosby (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,16,k
18,Lawrence Tynes (FA),1,1,100.0,42,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
19,Josh Scobee (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
20,Josh Brown (FA),2,2,100.0,42,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,16,k
1,Adam Vinatieri (FA),1,1,100.0,37,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2007,17,k
2,Stephen Gostkowski (FA),3,3,100.0,45,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,17,k
3,Shayne Graham (FA),1,1,100.0,30,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
4,Shaun Suisham (FA),2,2,100.0,46,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
5,Sebastian Janikowski (FA),1,2,50.0,53,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2007,17,k
6,Robbie Gould (FA),1,1,100.0,39,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,17,k
7,Rob Bironas (FA),3,3,100.0,54,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
8,Rian Lindell (FA),3,3,100.0,29,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
9,Phil Dawson (FA),2,3,66.7,49,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,17,k
10,Jay Feely (FA),1,1,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
11,David Akers (FA),1,1,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
12,Nick Folk (TEN),2,3,66.7,37,0,0,0,0,0,0,0,1,0.0,0.0,9.4%,2007,17,k
13,Nate Kaeding (FA),3,3,100.0,36,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,17,k
14,Mike Nugent (FA),2,2,100.0,43,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,17,k
15,Matt Prater (ARI),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,2007,17,k
