rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
5,Martin Gramatica (FA),1,1,100.0,39,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2006,17,k
6,John Kasay (FA),1,1,100.0,19,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2006,17,k
7,Jay Feely (FA),2,2,100.0,34,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2006,17,k
8,Adam Vinatieri (FA),2,2,100.0,46,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2006,17,k
9,Jason Hanson (FA),4,4,100.0,33,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
10,Nate Kaeding (FA),2,2,100.0,47,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
11,Josh Scobee (FA),1,1,100.0,33,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
12,John Carney (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
13,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
14,David Akers (FA),1,2,50.0,41,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2006,17,k
15,Jason Elam (FA),3,3,100.0,22,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
16,Josh Brown (FA),3,3,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
17,Dave Rayner (FA),2,3,66.7,46,0,0,0,0,0,2,3,1,2.0,2.0,0.0%,2006,17,k
18,Shayne Graham (FA),1,2,50.0,34,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
19,Rob Bironas (FA),3,4,75.0,27,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
20,Morten Andersen (FA),1,1,100.0,45,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
21,Mike Nugent (FA),3,3,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,2006,17,k
22,Kris Brown (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
23,Neil Rackers (FA),2,2,100.0,28,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
24,Joe Nedney (FA),4,4,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
25,Jeff Reed (FA),1,1,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2006,17,k
26,Robbie Gould (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2006,17,k
27,Olindo Mare (FA),5,5,100.0,42,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2006,17,k
28,Matt Bryant (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,2006,17,k
29,Rian Lindell (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2006,17,k
30,Matt Stover (FA),4,4,100.0,39,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2006,17,k
31,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2006,17,k
32,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2006,17,k
33,Sebastian Janikowski (FA),1,1,100.0,35,0,0,0,0,0,0,0,1,0.0,0.0,20.0%,2006,17,k
34,Phil Dawson (FA),2,3,66.7,43,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2006,17,k
35,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2006,17,k
1,Nick Folk (TEN),1,1,100.0,31,0,0,0,0,0,6,6,1,6.0,6.0,9.4%,2007,1,k
2,Adam Vinatieri (FA),2,2,100.0,33,0,0,0,0,0,5,5,1,5.0,5.0,0.2%,2007,1,k
3,Stephen Gostkowski (FA),1,1,100.0,22,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2007,1,k
4,Jeff Reed (FA),2,2,100.0,31,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,1,k
5,Jason Hanson (FA),3,3,100.0,46,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,1,k
6,Sebastian Janikowski (FA),0,3,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,20.0%,2007,1,k
7,John Kasay (FA),2,3,66.7,34,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,1,k
8,Ryan Longwell (FA),1,1,100.0,49,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,1,k
9,Kris Brown (FA),2,2,100.0,28,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
10,Rian Lindell (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
11,Neil Rackers (FA),1,1,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
12,Nate Kaeding (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
13,Mike Nugent (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,2007,1,k
14,Joe Nedney (FA),2,2,100.0,33,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
15,Matt Stover (FA),2,2,100.0,36,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
16,Lawrence Tynes (FA),3,3,100.0,48,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
17,Josh Brown (FA),2,2,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,1,k
18,David Akers (FA),2,2,100.0,47,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
19,Jeff Wilkins (FA),2,2,100.0,42,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
20,Shayne Graham (FA),2,3,66.7,40,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
21,Rob Bironas (FA),2,2,100.0,31,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
22,Phil Dawson (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,1,k
23,Olindo Mare (FA),1,2,50.0,34,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
24,Mason Crosby (FA),3,3,100.0,53,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,1,k
25,Shaun Suisham (FA),3,3,100.0,44,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
26,Jay Feely (FA),2,2,100.0,36,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
27,Josh Scobee (FA),1,1,100.0,22,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,1,k
28,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
29,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
30,B.J. Sams (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
31,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
32,Justin Medlock (FA),1,2,50.0,27,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
33,Jason Elam (FA),3,5,60.0,48,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
34,Robbie Gould (FA),1,1,100.0,27,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2007,1,k
35,Matt Prater (ARI),1,2,50.0,45,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,2007,1,k
36,Matt Bryant (FA),2,2,100.0,38,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2007,1,k
37,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,1,k
1,Phil Dawson (FA),3,3,100.0,39,0,0,0,0,0,6,6,1,6.0,6.0,0.1%,2007,2,k
2,Shayne Graham (FA),1,1,100.0,20,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,2007,2,k
3,Mason Crosby (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2007,2,k
4,Stephen Gostkowski (FA),1,2,50.0,24,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2007,2,k
5,Matt Bryant (FA),1,1,100.0,27,0,0,0,0,0,4,4,1,4.0,4.0,1.1%,2007,2,k
6,Nick Folk (TEN),3,3,100.0,47,0,0,0,0,0,4,4,1,4.0,4.0,9.4%,2007,2,k
7,Kris Brown (FA),2,2,100.0,33,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,2,k
8,John Kasay (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,2,k
9,Ryan Longwell (FA),1,2,50.0,32,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
10,Robbie Gould (FA),2,2,100.0,47,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2007,2,k
11,Josh Brown (FA),2,2,100.0,28,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
12,Matt Stover (FA),2,3,66.7,43,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
13,Joe Nedney (FA),1,1,100.0,40,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
14,Jeff Reed (FA),4,4,100.0,39,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
15,Nate Kaeding (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
16,Jay Feely (FA),2,2,100.0,45,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
17,Neil Rackers (FA),3,4,75.0,52,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
18,Jason Hanson (FA),2,3,66.7,37,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
19,Shaun Suisham (FA),2,2,100.0,37,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
20,Olindo Mare (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
21,Rob Bironas (FA),2,2,100.0,36,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
22,Jason Elam (FA),3,4,75.0,23,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,2,k
23,Dave Rayner (FA),1,2,50.0,45,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,2,k
24,Mike Nugent (FA),2,3,66.7,50,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,2007,2,k
25,Sebastian Janikowski (FA),1,2,50.0,38,0,0,0,0,0,1,1,1,1.0,1.0,20.0%,2007,2,k
26,Matt Prater (ARI),0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.7%,2007,2,k
27,Adam Vinatieri (FA),3,4,75.0,39,0,0,0,0,0,1,1,1,1.0,1.0,0.2%,2007,2,k
28,Jeff Wilkins (FA),3,4,75.0,53,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,2,k
29,Lawrence Tynes (FA),2,3,66.7,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,2,k
30,John Carney (FA),2,2,100.0,35,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,2,k
31,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,2,k
32,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,2,k
33,David Akers (FA),4,4,100.0,39,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,2,k
34,Rian Lindell (FA),1,1,100.0,24,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,2,k
35,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,2,k
1,David Akers (FA),0,0,0.0,0,0,0,0,0,0,8,8,1,8.0,8.0,0.0%,2007,3,k
2,Stephen Gostkowski (FA),1,1,100.0,24,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2007,3,k
3,Jeff Reed (FA),3,3,100.0,49,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,3,k
4,Rob Bironas (FA),1,2,50.0,33,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,3,k
5,Nick Folk (TEN),2,3,66.7,44,0,0,0,0,0,4,4,1,4.0,4.0,9.4%,2007,3,k
6,Mike Nugent (FA),1,1,100.0,21,0,0,0,0,0,4,4,1,4.0,4.0,1.0%,2007,3,k
7,Mason Crosby (FA),1,1,100.0,28,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,2007,3,k
8,Adam Vinatieri (FA),3,3,100.0,36,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2007,3,k
9,Phil Dawson (FA),1,2,50.0,23,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,3,k
10,Nate Kaeding (FA),1,1,100.0,44,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
11,Lawrence Tynes (FA),1,1,100.0,34,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
12,Kris Brown (FA),1,1,100.0,33,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
13,Josh Brown (FA),1,1,100.0,23,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
14,John Kasay (FA),2,2,100.0,49,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
15,Matt Bryant (FA),1,2,50.0,27,0,0,0,0,0,3,3,1,3.0,3.0,1.1%,2007,3,k
16,Jason Hanson (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,3,k
17,Morten Andersen (FA),2,2,100.0,25,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
18,Olindo Mare (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
19,Jay Feely (FA),2,2,100.0,39,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
20,John Carney (FA),3,3,100.0,27,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
21,Jason Elam (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
22,Neil Rackers (FA),3,4,75.0,48,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
23,Matt Stover (FA),4,4,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
24,Sebastian Janikowski (FA),4,4,100.0,48,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2007,3,k
25,Shaun Suisham (FA),1,2,50.0,47,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,3,k
26,Rian Lindell (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,3,k
27,Robbie Gould (FA),1,1,100.0,20,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,2007,3,k
28,Ryan Longwell (FA),1,1,100.0,22,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,3,k
29,Shayne Graham (FA),2,2,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,3,k
30,Joe Nedney (FA),3,3,100.0,50,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,3,k
31,Dave Rayner (FA),2,2,100.0,49,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,3,k
32,Jeff Wilkins (FA),1,3,33.3,25,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,3,k
33,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,3,k
34,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,3,k
35,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,3,k
36,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,3,k
1,Adam Vinatieri (FA),1,1,100.0,22,0,0,0,0,0,5,5,1,5.0,5.0,0.2%,2007,4,k
2,Sebastian Janikowski (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,20.0%,2007,4,k
3,Nick Folk (TEN),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,9.4%,2007,4,k
4,Jason Hanson (FA),1,2,50.0,49,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,4,k
5,Stephen Gostkowski (FA),2,2,100.0,36,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,2007,4,k
6,Dave Rayner (FA),3,3,100.0,41,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,4,k
7,Phil Dawson (FA),2,2,100.0,41,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,4,k
8,Neil Rackers (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,4,k
9,Robbie Gould (FA),2,3,66.7,49,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,4,k
10,Josh Brown (FA),3,3,100.0,31,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
11,Morten Andersen (FA),4,5,80.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
12,Jason Elam (FA),2,2,100.0,35,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
13,Mike Nugent (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,2007,4,k
14,Matt Bryant (FA),2,2,100.0,38,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2007,4,k
15,Jay Feely (FA),1,1,100.0,29,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
16,Mason Crosby (FA),3,3,100.0,44,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2007,4,k
17,Jeff Reed (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
18,Rian Lindell (FA),1,1,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,4,k
19,Matt Stover (FA),2,4,50.0,29,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
20,Nate Kaeding (FA),3,3,100.0,51,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
21,Jeff Wilkins (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
22,Lawrence Tynes (FA),1,2,50.0,29,0,0,0,0,0,1,2,1,1.0,1.0,0.0%,2007,4,k
23,Kris Brown (FA),3,4,75.0,42,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
24,Ryan Longwell (FA),3,3,100.0,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
25,Shayne Graham (FA),2,2,100.0,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
26,John Kasay (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,4,k
27,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,4,k
28,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,4,k
29,Joe Nedney (FA),1,1,100.0,43,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,4,k
30,David Akers (FA),1,2,50.0,53,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,4,k
31,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,4,k
1,Nate Kaeding (FA),2,2,100.0,45,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,5,k
2,Lawrence Tynes (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,5,k
3,Neil Rackers (FA),2,3,66.7,50,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,5,k
4,Stephen Gostkowski (FA),2,2,100.0,25,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,2007,5,k
5,Adam Vinatieri (FA),2,2,100.0,35,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,2007,5,k
6,Jeff Reed (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,5,k
7,Shaun Suisham (FA),1,2,50.0,28,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,5,k
8,Robbie Gould (FA),2,2,100.0,44,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,2007,5,k
9,Rian Lindell (FA),1,2,50.0,24,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,5,k
10,Mike Nugent (FA),1,2,50.0,47,0,0,0,0,0,3,3,1,3.0,3.0,1.0%,2007,5,k
11,Jeff Wilkins (FA),3,3,100.0,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,5,k
12,Phil Dawson (FA),1,1,100.0,42,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2007,5,k
13,Matt Bryant (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,2007,5,k
14,Mason Crosby (FA),2,2,100.0,37,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2007,5,k
15,John Carney (FA),1,2,50.0,20,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,5,k
16,Rob Bironas (FA),2,3,66.7,40,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,5,k
17,Jay Feely (FA),4,4,100.0,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
18,Kris Brown (FA),5,5,100.0,57,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
19,Dave Rayner (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
20,Olindo Mare (FA),2,4,50.0,28,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
21,Nick Folk (TEN),4,4,100.0,53,0,0,0,0,0,1,1,1,1.0,1.0,9.4%,2007,5,k
22,Morten Andersen (FA),2,3,66.7,32,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
23,Joe Nedney (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
24,John Kasay (FA),3,3,100.0,52,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,5,k
25,Allen Rossum (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
26,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
27,Jason Hanson (FA),1,1,100.0,39,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
28,Jason Elam (FA),1,1,100.0,30,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
29,Josh Brown (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
30,Matt Stover (FA),3,3,100.0,49,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
31,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,5,k
1,Stephen Gostkowski (FA),2,2,100.0,45,0,0,0,0,0,6,6,1,6.0,6.0,0.1%,2007,6,k
2,Phil Dawson (FA),2,2,100.0,40,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2007,6,k
3,Robbie Gould (FA),1,1,100.0,32,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,2007,6,k
4,Ryan Longwell (FA),2,2,100.0,55,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
5,Nate Kaeding (FA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
6,Lawrence Tynes (FA),1,1,100.0,32,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
7,Olindo Mare (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
8,John Carney (FA),1,2,50.0,37,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
9,Jay Feely (FA),1,1,100.0,43,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,6,k
10,Dave Rayner (FA),2,2,100.0,32,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2007,6,k
11,Nick Folk (TEN),2,2,100.0,38,0,0,0,0,0,3,3,1,3.0,3.0,9.4%,2007,6,k
12,Mason Crosby (FA),1,3,33.3,37,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2007,6,k
13,Shayne Graham (FA),2,2,100.0,36,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,6,k
14,Shaun Suisham (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,6,k
15,Josh Brown (FA),1,2,50.0,52,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2007,6,k
16,Sebastian Janikowski (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2007,6,k
17,Matt Bryant (FA),2,2,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,2007,6,k
18,Morten Andersen (FA),1,2,50.0,47,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
19,John Kasay (FA),4,5,80.0,45,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
20,Neil Rackers (FA),1,1,100.0,50,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
21,Rob Bironas (FA),1,1,100.0,48,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
22,Matt Stover (FA),5,5,100.0,43,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
23,David Akers (FA),3,5,60.0,31,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2007,6,k
24,Jeff Wilkins (FA),1,2,50.0,32,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,6,k
25,Derrick Frost (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,6,k
26,J.R. Reed (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,6,k
27,Kris Brown (FA),3,3,100.0,35,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,6,k
28,Mike Nugent (FA),3,4,75.0,30,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2007,6,k
29,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2007,6,k
1,Stephen Gostkowski (FA),0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.1%,2007,7,k
2,Shayne Graham (FA),1,1,100.0,20,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2007,7,k
3,Kris Brown (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,7,k
4,Jeff Reed (FA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,7,k
5,Jay Feely (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2007,7,k
